source,target,Char 1 Name,Char 2 Name,startPage,type,weight
899,906,Mr. Bingley,Mary Bennet,135,Undirected,1
897,906,Mrs. Bennet,Mary Bennet,135,Undirected,1
899,903,Mr. Bingley,Elizabeth Bennet,135,Undirected,1
1712,1750,Mr. Darcy,Mr. Wickham,135,Undirected,1
903,906,Elizabeth Bennet,Mary Bennet,135,Undirected,1
905,1712,Lydia Bennet,Mr. Darcy,135,Undirected,1
904,905,Jane Bennet,Lydia Bennet,135,Undirected,1
904,1750,Jane Bennet,Mr. Wickham,135,Undirected,1
896,1712,Mr. Bennet,Mr. Darcy,135,Undirected,1
907,1712,Kitty Bennet,Mr. Darcy,135,Undirected,1
897,1711,Mrs. Bennet,Mrs. Hurst,135,Undirected,1
906,1750,Mary Bennet,Mr. Wickham,135,Undirected,1
899,1711,Mr. Bingley,Mrs. Hurst,135,Undirected,1
1712,1713,Mr. Darcy,Miss Bingley,135,Undirected,1
903,1711,Elizabeth Bennet,Mrs. Hurst,135,Undirected,1
896,897,Mr. Bennet,Mrs. Bennet,135,Undirected,1
904,1713,Jane Bennet,Miss Bingley,135,Undirected,1
905,906,Lydia Bennet,Mary Bennet,135,Undirected,1
896,906,Mr. Bennet,Mary Bennet,135,Undirected,1
897,899,Mrs. Bennet,Mr. Bingley,135,Undirected,1
897,905,Mrs. Bennet,Lydia Bennet,135,Undirected,1
896,903,Mr. Bennet,Elizabeth Bennet,135,Undirected,1
897,1750,Mrs. Bennet,Mr. Wickham,135,Undirected,1
906,1713,Mary Bennet,Miss Bingley,135,Undirected,1
899,905,Mr. Bingley,Lydia Bennet,135,Undirected,1
899,1750,Mr. Bingley,Mr. Wickham,135,Undirected,1
1711,1750,Mrs. Hurst,Mr. Wickham,135,Undirected,1
1713,1750,Miss Bingley,Mr. Wickham,135,Undirected,1
896,1711,Mr. Bennet,Mrs. Hurst,135,Undirected,1
903,905,Elizabeth Bennet,Lydia Bennet,135,Undirected,1
904,907,Jane Bennet,Kitty Bennet,135,Undirected,1
903,1750,Elizabeth Bennet,Mr. Wickham,135,Undirected,1
905,1711,Lydia Bennet,Mrs. Hurst,135,Undirected,1
907,1711,Kitty Bennet,Mrs. Hurst,135,Undirected,1
897,1713,Mrs. Bennet,Miss Bingley,135,Undirected,1
906,907,Mary Bennet,Kitty Bennet,135,Undirected,1
899,1713,Mr. Bingley,Miss Bingley,135,Undirected,1
1711,1713,Mrs. Hurst,Miss Bingley,135,Undirected,1
904,1712,Jane Bennet,Mr. Darcy,135,Undirected,1
896,899,Mr. Bennet,Mr. Bingley,135,Undirected,1
903,1713,Elizabeth Bennet,Miss Bingley,135,Undirected,1
906,1712,Mary Bennet,Mr. Darcy,135,Undirected,1
897,904,Mrs. Bennet,Jane Bennet,135,Undirected,1
905,1750,Lydia Bennet,Mr. Wickham,135,Undirected,1
897,907,Mrs. Bennet,Kitty Bennet,135,Undirected,1
896,905,Mr. Bennet,Lydia Bennet,135,Undirected,1
896,1750,Mr. Bennet,Mr. Wickham,135,Undirected,1
904,906,Jane Bennet,Mary Bennet,136,Undirected,1
903,904,Elizabeth Bennet,Jane Bennet,136,Undirected,1
903,907,Elizabeth Bennet,Kitty Bennet,136,Undirected,1
897,1712,Mrs. Bennet,Mr. Darcy,136,Undirected,1
907,1750,Kitty Bennet,Mr. Wickham,136,Undirected,1
903,1712,Elizabeth Bennet,Mr. Darcy,136,Undirected,1
905,907,Lydia Bennet,Kitty Bennet,136,Undirected,1
896,904,Mr. Bennet,Jane Bennet,136,Undirected,1
897,903,Mrs. Bennet,Elizabeth Bennet,136,Undirected,1
896,907,Mr. Bennet,Kitty Bennet,136,Undirected,1
897,906,Mrs. Bennet,Mary Bennet,136,Undirected,1
1712,1750,Mr. Darcy,Mr. Wickham,136,Undirected,1
903,906,Elizabeth Bennet,Mary Bennet,136,Undirected,1
905,1712,Lydia Bennet,Mr. Darcy,136,Undirected,1
904,905,Jane Bennet,Lydia Bennet,136,Undirected,1
904,1750,Jane Bennet,Mr. Wickham,136,Undirected,1
896,1712,Mr. Bennet,Mr. Darcy,136,Undirected,1
907,1712,Kitty Bennet,Mr. Darcy,136,Undirected,1
906,1750,Mary Bennet,Mr. Wickham,136,Undirected,1
896,897,Mr. Bennet,Mrs. Bennet,136,Undirected,1
905,906,Lydia Bennet,Mary Bennet,136,Undirected,1
896,906,Mr. Bennet,Mary Bennet,136,Undirected,1
897,905,Mrs. Bennet,Lydia Bennet,136,Undirected,1
896,903,Mr. Bennet,Elizabeth Bennet,136,Undirected,1
897,1750,Mrs. Bennet,Mr. Wickham,136,Undirected,1
904,907,Jane Bennet,Kitty Bennet,136,Undirected,1
903,905,Elizabeth Bennet,Lydia Bennet,136,Undirected,1
903,1750,Elizabeth Bennet,Mr. Wickham,136,Undirected,1
906,907,Mary Bennet,Kitty Bennet,136,Undirected,1
904,1712,Jane Bennet,Mr. Darcy,136,Undirected,1
906,1712,Mary Bennet,Mr. Darcy,136,Undirected,1
897,904,Mrs. Bennet,Jane Bennet,136,Undirected,1
905,1750,Lydia Bennet,Mr. Wickham,136,Undirected,1
897,907,Mrs. Bennet,Kitty Bennet,136,Undirected,1
896,905,Mr. Bennet,Lydia Bennet,136,Undirected,1
896,1750,Mr. Bennet,Mr. Wickham,136,Undirected,1
896,1756,Mr. Bennet,Mr. Gardiner,137,Undirected,1
907,1756,Kitty Bennet,Mr. Gardiner,137,Undirected,1
905,1756,Lydia Bennet,Mr. Gardiner,137,Undirected,1
904,906,Jane Bennet,Mary Bennet,137,Undirected,1
903,904,Elizabeth Bennet,Jane Bennet,137,Undirected,1
903,907,Elizabeth Bennet,Kitty Bennet,137,Undirected,1
904,1751,Jane Bennet,Mr. Collins,137,Undirected,1
897,1715,Mrs. Bennet,Charlotte Lucas,137,Undirected,1
904,1757,Jane Bennet,Mrs. Gardiner,137,Undirected,1
1717,1756,Mrs. Philips,Mr. Gardiner,137,Undirected,1
906,1751,Mary Bennet,Mr. Collins,137,Undirected,1
906,1757,Mary Bennet,Mrs. Gardiner,137,Undirected,1
1751,1757,Mr. Collins,Mrs. Gardiner,137,Undirected,1
904,1717,Jane Bennet,Mrs. Philips,137,Undirected,1
903,1715,Elizabeth Bennet,Charlotte Lucas,137,Undirected,1
905,907,Lydia Bennet,Kitty Bennet,137,Undirected,1
896,904,Mr. Bennet,Jane Bennet,137,Undirected,1
897,903,Mrs. Bennet,Elizabeth Bennet,137,Undirected,1
906,1717,Mary Bennet,Mrs. Philips,137,Undirected,1
896,907,Mr. Bennet,Kitty Bennet,137,Undirected,1
897,906,Mrs. Bennet,Mary Bennet,137,Undirected,1
897,1751,Mrs. Bennet,Mr. Collins,137,Undirected,1
897,1757,Mrs. Bennet,Mrs. Gardiner,137,Undirected,1
903,906,Elizabeth Bennet,Mary Bennet,137,Undirected,1
904,905,Jane Bennet,Lydia Bennet,137,Undirected,1
905,1715,Lydia Bennet,Charlotte Lucas,137,Undirected,1
897,1717,Mrs. Bennet,Mrs. Philips,137,Undirected,1
896,1715,Mr. Bennet,Charlotte Lucas,137,Undirected,1
903,1751,Elizabeth Bennet,Mr. Collins,137,Undirected,1
903,1757,Elizabeth Bennet,Mrs. Gardiner,137,Undirected,1
904,1756,Jane Bennet,Mr. Gardiner,137,Undirected,1
906,1756,Mary Bennet,Mr. Gardiner,137,Undirected,1
907,1715,Kitty Bennet,Charlotte Lucas,137,Undirected,1
1751,1756,Mr. Collins,Mr. Gardiner,137,Undirected,1
896,897,Mr. Bennet,Mrs. Bennet,137,Undirected,1
905,906,Lydia Bennet,Mary Bennet,137,Undirected,1
903,1717,Elizabeth Bennet,Mrs. Philips,137,Undirected,1
1715,1751,Charlotte Lucas,Mr. Collins,137,Undirected,1
896,906,Mr. Bennet,Mary Bennet,137,Undirected,1
1715,1757,Charlotte Lucas,Mrs. Gardiner,137,Undirected,1
897,905,Mrs. Bennet,Lydia Bennet,137,Undirected,1
896,903,Mr. Bennet,Elizabeth Bennet,137,Undirected,1
905,1751,Lydia Bennet,Mr. Collins,137,Undirected,1
905,1757,Lydia Bennet,Mrs. Gardiner,137,Undirected,1
1715,1756,Charlotte Lucas,Mr. Gardiner,137,Undirected,1
896,1751,Mr. Bennet,Mr. Collins,137,Undirected,1
896,1757,Mr. Bennet,Mrs. Gardiner,137,Undirected,1
907,1751,Kitty Bennet,Mr. Collins,137,Undirected,1
897,1756,Mrs. Bennet,Mr. Gardiner,137,Undirected,1
907,1757,Kitty Bennet,Mrs. Gardiner,137,Undirected,1
1715,1717,Charlotte Lucas,Mrs. Philips,137,Undirected,1
904,907,Jane Bennet,Kitty Bennet,137,Undirected,1
903,905,Elizabeth Bennet,Lydia Bennet,137,Undirected,1
905,1717,Lydia Bennet,Mrs. Philips,137,Undirected,1
903,1756,Elizabeth Bennet,Mr. Gardiner,137,Undirected,1
1717,1751,Mrs. Philips,Mr. Collins,137,Undirected,1
906,907,Mary Bennet,Kitty Bennet,137,Undirected,1
1717,1757,Mrs. Philips,Mrs. Gardiner,137,Undirected,1
896,1717,Mr. Bennet,Mrs. Philips,137,Undirected,1
907,1717,Kitty Bennet,Mrs. Philips,137,Undirected,1
904,1715,Jane Bennet,Charlotte Lucas,137,Undirected,1
1756,1757,Mr. Gardiner,Mrs. Gardiner,137,Undirected,1
897,904,Mrs. Bennet,Jane Bennet,137,Undirected,1
906,1715,Mary Bennet,Charlotte Lucas,137,Undirected,1
897,907,Mrs. Bennet,Kitty Bennet,137,Undirected,1
896,905,Mr. Bennet,Lydia Bennet,137,Undirected,1
897,19,Mrs. Bennet,Sir William Lucas,138,Undirected,1
902,903,Lady Lucas,Elizabeth Bennet,138,Undirected,1
903,904,Elizabeth Bennet,Jane Bennet,138,Undirected,1
897,22,Mrs. Bennet,Lucas brothers,138,Undirected,1
899,19,Mr. Bingley,Sir William Lucas,138,Undirected,1
902,1751,Lady Lucas,Mr. Collins,138,Undirected,1
902,1757,Lady Lucas,Mrs. Gardiner,138,Undirected,1
1715,1716,Charlotte Lucas,Young Lucas,138,Undirected,1
899,22,Mr. Bingley,Lucas brothers,138,Undirected,1
904,1751,Jane Bennet,Mr. Collins,138,Undirected,1
897,1715,Mrs. Bennet,Charlotte Lucas,138,Undirected,1
903,22,Elizabeth Bennet,Lucas brothers,138,Undirected,1
904,1757,Jane Bennet,Mrs. Gardiner,138,Undirected,1
1716,1751,Young Lucas,Mr. Collins,138,Undirected,1
903,19,Elizabeth Bennet,Sir William Lucas,138,Undirected,1
899,1715,Mr. Bingley,Charlotte Lucas,138,Undirected,1
1716,1757,Young Lucas,Mrs. Gardiner,138,Undirected,1
19,1751,Sir William Lucas,Mr. Collins,138,Undirected,1
19,1757,Sir William Lucas,Mrs. Gardiner,138,Undirected,1
1751,1757,Mr. Collins,Mrs. Gardiner,138,Undirected,1
903,1715,Elizabeth Bennet,Charlotte Lucas,138,Undirected,1
897,903,Mrs. Bennet,Elizabeth Bennet,138,Undirected,1
1715,19,Charlotte Lucas,Sir William Lucas,138,Undirected,1
899,903,Mr. Bingley,Elizabeth Bennet,138,Undirected,1
897,1751,Mrs. Bennet,Mr. Collins,138,Undirected,1
897,1757,Mrs. Bennet,Mrs. Gardiner,138,Undirected,1
1715,22,Charlotte Lucas,Lucas brothers,138,Undirected,1
899,1751,Mr. Bingley,Mr. Collins,138,Undirected,1
899,1757,Mr. Bingley,Mrs. Gardiner,138,Undirected,1
903,1751,Elizabeth Bennet,Mr. Collins,138,Undirected,1
903,1757,Elizabeth Bennet,Mrs. Gardiner,138,Undirected,1
904,1716,Jane Bennet,Young Lucas,138,Undirected,1
902,1716,Lady Lucas,Young Lucas,138,Undirected,1
897,902,Mrs. Bennet,Lady Lucas,138,Undirected,1
1715,1751,Charlotte Lucas,Mr. Collins,138,Undirected,1
1715,1757,Charlotte Lucas,Mrs. Gardiner,138,Undirected,1
897,899,Mrs. Bennet,Mr. Bingley,138,Undirected,1
899,902,Mr. Bingley,Lady Lucas,138,Undirected,1
19,1716,Sir William Lucas,Young Lucas,138,Undirected,1
902,904,Lady Lucas,Jane Bennet,138,Undirected,1
22,1751,Lucas brothers,Mr. Collins,138,Undirected,1
22,1757,Lucas brothers,Mrs. Gardiner,138,Undirected,1
902,19,Lady Lucas,Sir William Lucas,138,Undirected,1
899,1716,Mr. Bingley,Young Lucas,138,Undirected,1
902,22,Lady Lucas,Lucas brothers,138,Undirected,1
897,1716,Mrs. Bennet,Young Lucas,138,Undirected,1
904,19,Jane Bennet,Sir William Lucas,138,Undirected,1
904,22,Jane Bennet,Lucas brothers,138,Undirected,1
1716,22,Young Lucas,Lucas brothers,138,Undirected,1
902,1715,Lady Lucas,Charlotte Lucas,138,Undirected,1
903,1716,Elizabeth Bennet,Young Lucas,138,Undirected,1
904,1715,Jane Bennet,Charlotte Lucas,138,Undirected,1
19,22,Sir William Lucas,Lucas brothers,138,Undirected,1
897,904,Mrs. Bennet,Jane Bennet,138,Undirected,1
899,904,Mr. Bingley,Jane Bennet,138,Undirected,1
1712,1713,Mr. Darcy,Miss Bingley,139,Undirected,1
1712,1757,Mr. Darcy,Mrs. Gardiner,139,Undirected,1
903,904,Elizabeth Bennet,Jane Bennet,139,Undirected,1
904,1713,Jane Bennet,Miss Bingley,139,Undirected,1
899,1713,Mr. Bingley,Miss Bingley,139,Undirected,1
899,903,Mr. Bingley,Elizabeth Bennet,139,Undirected,1
903,1757,Elizabeth Bennet,Mrs. Gardiner,139,Undirected,1
904,1712,Jane Bennet,Mr. Darcy,139,Undirected,1
899,1757,Mr. Bingley,Mrs. Gardiner,139,Undirected,1
899,1712,Mr. Bingley,Mr. Darcy,139,Undirected,1
904,1757,Jane Bennet,Mrs. Gardiner,139,Undirected,1
903,1713,Elizabeth Bennet,Miss Bingley,139,Undirected,1
1713,1757,Miss Bingley,Mrs. Gardiner,139,Undirected,1
903,1712,Elizabeth Bennet,Mr. Darcy,139,Undirected,1
899,904,Mr. Bingley,Jane Bennet,139,Undirected,1
903,904,Elizabeth Bennet,Jane Bennet,140,Undirected,1
22,1756,Lucas brothers,Mr. Gardiner,140,Undirected,1
899,22,Mr. Bingley,Lucas brothers,140,Undirected,1
1713,19,Miss Bingley,Sir William Lucas,140,Undirected,1
899,1718,Mr. Bingley,Mr. Philips,140,Undirected,1
902,1717,Lady Lucas,Mrs. Philips,140,Undirected,1
1713,1715,Miss Bingley,Charlotte Lucas,140,Undirected,1
28,1717,Officers (at Meryton),Mrs. Philips,140,Undirected,1
1715,19,Charlotte Lucas,Sir William Lucas,140,Undirected,1
1757,1712,Mrs. Gardiner,Mr. Darcy,140,Undirected,1
897,1757,Mrs. Bennet,Mrs. Gardiner,140,Undirected,1
1756,29,Mr. Gardiner,Mr. Darcy's father,140,Undirected,1
