,source,target,type,weight,startPage,category
1763,3.0,103.0,Directed,1,32,Exchange
1763,3.0,103.0,Directed,1,33,Exchange
1763,3.0,103.0,Directed,1,34,Exchange
1764,3.0,15.0,Directed,1,32,Exchange
1764,3.0,15.0,Directed,1,33,Exchange
1764,3.0,15.0,Directed,1,34,Exchange
1765,3.0,61.0,Directed,1,32,Exchange
1765,3.0,61.0,Directed,1,33,Exchange
1765,3.0,61.0,Directed,1,34,Exchange
1766,3.0,3.0,Directed,1,32,Knows
1766,3.0,3.0,Directed,1,33,Knows
1766,3.0,3.0,Directed,1,34,Knows
1766,3.0,3.0,Directed,1,35,Knows
1766,3.0,3.0,Directed,1,36,Knows
1767,3.0,15.0,Directed,1,32,Knows
1767,3.0,15.0,Directed,1,33,Knows
1767,3.0,15.0,Directed,1,34,Knows
1767,3.0,15.0,Directed,1,35,Knows
1767,3.0,15.0,Directed,1,36,Knows
1768,3.0,3.0,Directed,1,32,Knows
1768,3.0,3.0,Directed,1,33,Knows
1768,3.0,3.0,Directed,1,34,Knows
1769,3.0,61.0,Directed,1,32,Knows
1769,3.0,61.0,Directed,1,33,Knows
1769,3.0,61.0,Directed,1,34,Knows
1770,3.0,15.0,Directed,1,33,Knows
1771,3.0,94.0,Directed,1,33,Knows
1772,3.0,61.0,Directed,1,33,Knows
1772,3.0,61.0,Directed,1,34,Knows
1773,3.0,94.0,Directed,1,33,Knows
1773,3.0,94.0,Directed,1,34,Knows
1774,3.0,103.0,Directed,1,33,Knows of
1775,3.0,60.0,Directed,1,33,Knows of
1776,3.0,15.0,Directed,1,33,Knows of
1777,3.0,60.0,Directed,1,33,Knows of
1778,3.0,3.0,Directed,1,33,Knows of
1778,3.0,3.0,Directed,1,34,Knows of
1779,3.0,94.0,Directed,1,33,Knows of
1779,3.0,94.0,Directed,1,34,Knows of
1780,3.0,103.0,Directed,1,34,Knows of
1781,3.0,27.0,Directed,1,34,Knows of
1782,3.0,15.0,Directed,1,34,Knows
1782,3.0,15.0,Directed,1,35,Knows
1782,3.0,15.0,Directed,1,36,Knows
1783,3.0,27.0,Directed,1,34,Knows
1783,3.0,27.0,Directed,1,35,Knows
1783,3.0,27.0,Directed,1,36,Knows
1784,3.0,3.0,Directed,1,33,Knows
1784,3.0,3.0,Directed,1,34,Knows
1784,3.0,3.0,Directed,1,35,Knows
1784,3.0,3.0,Directed,1,36,Knows
1784,3.0,3.0,Directed,1,37,Knows
1785,3.0,16.0,Directed,1,33,Knows
1785,3.0,16.0,Directed,1,34,Knows
1785,3.0,16.0,Directed,1,35,Knows
1785,3.0,16.0,Directed,1,36,Knows
1785,3.0,16.0,Directed,1,37,Knows
1786,3.0,15.0,Directed,1,33,Knows
1787,3.0,16.0,Directed,1,33,Knows
1788,3.0,61.0,Directed,1,33,Knows
1789,3.0,16.0,Directed,1,33,Knows
1790,3.0,61.0,Directed,1,34,Exchange
1791,3.0,16.0,Directed,1,34,Exchange
1792,3.0,3.0,Directed,1,34,Knows
1792,3.0,3.0,Directed,1,35,Knows
1792,3.0,3.0,Directed,1,36,Knows
1793,3.0,27.0,Directed,1,34,Knows
1793,3.0,27.0,Directed,1,35,Knows
1793,3.0,27.0,Directed,1,36,Knows
1794,3.0,16.0,Directed,1,34,Knows
1795,3.0,27.0,Directed,1,34,Knows
1796,5.0,5.0,Directed,1,152,Knows
1796,5.0,5.0,Directed,1,153,Knows
1797,5.0,52.0,Directed,1,152,Knows
1797,5.0,52.0,Directed,1,153,Knows
1798,5.0,5.0,Directed,1,152,Exchange
1799,5.0,84.0,Directed,1,152,Exchange
1800,5.0,5.0,Directed,1,152,Exchange
1801,5.0,85.0,Directed,1,152,Exchange
1802,5.0,5.0,Directed,1,152,Knows
1802,5.0,5.0,Directed,1,153,Knows
1802,5.0,5.0,Directed,1,154,Knows
1802,5.0,5.0,Directed,1,155,Knows
1803,5.0,53.0,Directed,1,152,Knows
1803,5.0,53.0,Directed,1,153,Knows
1803,5.0,53.0,Directed,1,154,Knows
1803,5.0,53.0,Directed,1,155,Knows
1804,5.0,5.0,Directed,1,152,Knows
1804,5.0,5.0,Directed,1,153,Knows
1805,5.0,83.0,Directed,1,152,Knows
1805,5.0,83.0,Directed,1,153,Knows
1806,5.0,53.0,Directed,1,152,Knows
1806,5.0,53.0,Directed,1,153,Knows
1807,5.0,83.0,Directed,1,152,Knows
1807,5.0,83.0,Directed,1,153,Knows
1808,5.0,51.0,Directed,1,153,Exchange
1809,5.0,52.0,Directed,1,153,Exchange
1810,5.0,5.0,Directed,1,153,Knows
1810,5.0,5.0,Directed,1,154,Knows
1810,5.0,5.0,Directed,1,155,Knows
1811,5.0,8.0,Directed,1,153,Knows
1811,5.0,8.0,Directed,1,154,Knows
1811,5.0,8.0,Directed,1,155,Knows
1812,5.0,52.0,Directed,1,153,Exchange
1813,5.0,8.0,Directed,1,153,Exchange
1814,5.0,51.0,Directed,1,153,Knows
1815,5.0,8.0,Directed,1,153,Knows
1816,5.0,5.0,Directed,1,153,Knows of
1817,5.0,114.0,Directed,1,153,Knows of
1818,5.0,51.0,Directed,1,153,Knows
1819,5.0,114.0,Directed,1,153,Knows
1820,5.0,51.0,Directed,1,153,Knows
1821,5.0,83.0,Directed,1,153,Knows
1822,5.0,5.0,Directed,1,153,Knows
1822,5.0,5.0,Directed,1,154,Knows
1823,5.0,52.0,Directed,1,153,Knows
1823,5.0,52.0,Directed,1,154,Knows
1824,5.0,8.0,Directed,1,153,Knows
1825,5.0,83.0,Directed,1,153,Knows
1826,5.0,5.0,Directed,1,154,Knows
1827,5.0,115.0,Directed,1,154,Knows
1828,5.0,51.0,Directed,1,154,Knows
1829,5.0,78.0,Directed,1,154,Knows
1830,5.0,51.0,Directed,1,155,Exchange
1831,5.0,52.0,Directed,1,155,Exchange
1832,5.0,5.0,Directed,1,155,Knows
1832,5.0,5.0,Directed,1,156,Knows
1833,5.0,78.0,Directed,1,155,Knows
1833,5.0,78.0,Directed,1,156,Knows
1834,5.0,5.0,Directed,1,155,Knows
1834,5.0,5.0,Directed,1,156,Knows
1835,5.0,79.0,Directed,1,155,Knows
1835,5.0,79.0,Directed,1,156,Knows
1836,5.0,78.0,Directed,1,155,Knows
1836,5.0,78.0,Directed,1,156,Knows
1837,5.0,79.0,Directed,1,155,Knows
1837,5.0,79.0,Directed,1,156,Knows
1838,5.0,5.0,Directed,1,155,Knows
1839,5.0,116.0,Directed,1,155,Knows
1840,5.0,51.0,Directed,1,155,Knows
1841,5.0,116.0,Directed,1,155,Knows
1842,5.0,5.0,Directed,1,155,Exchange
1843,5.0,52.0,Directed,1,155,Exchange
1844,5.0,53.0,Directed,1,155,Knows
1845,5.0,8.0,Directed,1,155,Knows
1846,5.0,5.0,Directed,1,156,Knows
1847,5.0,52.0,Directed,1,156,Knows
1848,5.0,5.0,Directed,1,157,Exchange
1849,5.0,52.0,Directed,1,157,Exchange
1850,5.0,52.0,Directed,1,157,Knows
1851,5.0,51.0,Directed,1,157,Knows
1852,5.0,8.0,Directed,1,158,Exchange
1853,5.0,5.0,Directed,1,158,Exchange
1854,5.0,5.0,Directed,1,158,Knows
1855,5.0,53.0,Directed,1,158,Knows
1856,5.0,5.0,Directed,1,158,Knows
1857,5.0,52.0,Directed,1,158,Knows
1858,5.0,53.0,Directed,1,158,Knows
1859,5.0,52.0,Directed,1,158,Knows
1860,5.0,5.0,Directed,1,158,Knows
1861,5.0,51.0,Directed,1,158,Knows
1862,5.0,5.0,Directed,1,158,Knows
1862,5.0,5.0,Directed,1,159,Knows
1863,5.0,60.0,Directed,1,158,Knows
1863,5.0,60.0,Directed,1,159,Knows
1864,5.0,5.0,Directed,1,158,Knows
1865,5.0,117.0,Directed,1,158,Knows
1866,5.0,51.0,Directed,1,158,Knows
1867,5.0,117.0,Directed,1,158,Knows
1868,5.0,51.0,Directed,1,159,Exchange
1868,5.0,51.0,Directed,1,160,Exchange
1868,5.0,51.0,Directed,1,161,Exchange
1868,5.0,51.0,Directed,1,162,Exchange
1869,5.0,5.0,Directed,1,159,Exchange
1869,5.0,5.0,Directed,1,160,Exchange
1869,5.0,5.0,Directed,1,161,Exchange
1869,5.0,5.0,Directed,1,162,Exchange
1870,5.0,5.0,Directed,1,159,Knows
1871,5.0,75.0,Directed,1,159,Knows
1872,5.0,51.0,Directed,1,159,Knows
1873,5.0,75.0,Directed,1,159,Knows
1874,5.0,51.0,Directed,1,159,Knows
1875,5.0,60.0,Directed,1,159,Knows
1876,5.0,5.0,Directed,1,160,Knows
1877,5.0,5.0,Directed,1,160,Knows
1878,5.0,5.0,Directed,1,160,Exchange
1879,5.0,118.0,Directed,1,160,Exchange
1880,5.0,118.0,Directed,1,160,Knows
1881,5.0,119.0,Directed,1,160,Knows
1882,5.0,118.0,Directed,1,160,Knows
1883,5.0,120.0,Directed,1,160,Knows
1884,5.0,119.0,Directed,1,160,Knows
1885,5.0,120.0,Directed,1,160,Knows
1886,5.0,5.0,Directed,1,160,Exchange
1887,5.0,119.0,Directed,1,160,Exchange
1888,5.0,5.0,Directed,1,160,Exchange
1889,5.0,120.0,Directed,1,160,Exchange
1890,5.0,51.0,Directed,1,160,Knows
1891,5.0,80.0,Directed,1,160,Knows
1892,5.0,51.0,Directed,1,160,Knows
1892,5.0,51.0,Directed,1,161,Knows
1893,5.0,81.0,Directed,1,160,Knows
1893,5.0,81.0,Directed,1,161,Knows
1894,5.0,51.0,Directed,1,160,Knows
1894,5.0,51.0,Directed,1,161,Knows
1895,5.0,82.0,Directed,1,160,Knows
1895,5.0,82.0,Directed,1,161,Knows
1896,5.0,80.0,Directed,1,160,Knows
1897,5.0,81.0,Directed,1,160,Knows
1898,5.0,80.0,Directed,1,160,Knows
1899,5.0,82.0,Directed,1,160,Knows
1900,5.0,81.0,Directed,1,160,Knows
1901,5.0,82.0,Directed,1,160,Knows
1902,5.0,5.0,Directed,1,160,Knows of
1903,5.0,80.0,Directed,1,160,Knows of
1904,5.0,5.0,Directed,1,160,Knows of
1904,5.0,5.0,Directed,1,161,Knows of
1905,5.0,81.0,Directed,1,160,Knows of
1905,5.0,81.0,Directed,1,161,Knows of
1906,5.0,5.0,Directed,1,160,Knows of
1906,5.0,5.0,Directed,1,161,Knows of
1907,5.0,82.0,Directed,1,160,Knows of
1907,5.0,82.0,Directed,1,161,Knows of
1908,5.0,5.0,Directed,1,161,Knows
1908,5.0,5.0,Directed,1,162,Knows
1908,5.0,5.0,Directed,1,163,Knows
1908,5.0,5.0,Directed,1,164,Knows
1909,5.0,78.0,Directed,1,161,Knows
1909,5.0,78.0,Directed,1,162,Knows
1909,5.0,78.0,Directed,1,163,Knows
1909,5.0,78.0,Directed,1,164,Knows
1910,5.0,5.0,Directed,1,161,Knows
1910,5.0,5.0,Directed,1,162,Knows
1910,5.0,5.0,Directed,1,163,Knows
1910,5.0,5.0,Directed,1,164,Knows
1911,5.0,79.0,Directed,1,161,Knows
1911,5.0,79.0,Directed,1,162,Knows
1911,5.0,79.0,Directed,1,163,Knows
1911,5.0,79.0,Directed,1,164,Knows
1912,5.0,78.0,Directed,1,161,Knows
1912,5.0,78.0,Directed,1,162,Knows
1912,5.0,78.0,Directed,1,163,Knows
1912,5.0,78.0,Directed,1,164,Knows
1913,5.0,79.0,Directed,1,161,Knows
1913,5.0,79.0,Directed,1,162,Knows
1913,5.0,79.0,Directed,1,163,Knows
1913,5.0,79.0,Directed,1,164,Knows
1914,5.0,51.0,Directed,1,161,Exchange
1914,5.0,51.0,Directed,1,162,Exchange
1915,5.0,78.0,Directed,1,161,Exchange
1915,5.0,78.0,Directed,1,162,Exchange
1916,5.0,51.0,Directed,1,161,Exchange
1916,5.0,51.0,Directed,1,162,Exchange
1917,5.0,79.0,Directed,1,161,Exchange
1917,5.0,79.0,Directed,1,162,Exchange
1918,5.0,5.0,Directed,1,162,Knows
1918,5.0,5.0,Directed,1,163,Knows
1918,5.0,5.0,Directed,1,164,Knows
1919,5.0,119.0,Directed,1,162,Knows
1919,5.0,119.0,Directed,1,163,Knows
1919,5.0,119.0,Directed,1,164,Knows
1920,5.0,5.0,Directed,1,162,Exchange
1921,5.0,120.0,Directed,1,162,Exchange
1922,5.0,5.0,Directed,1,163,Knows
1922,5.0,5.0,Directed,1,164,Knows
1922,5.0,5.0,Directed,1,165,Knows
1922,5.0,5.0,Directed,1,166,Knows
1923,5.0,51.0,Directed,1,163,Knows
1923,5.0,51.0,Directed,1,164,Knows
1923,5.0,51.0,Directed,1,165,Knows
1923,5.0,51.0,Directed,1,166,Knows
1924,5.0,5.0,Directed,1,163,Knows
1924,5.0,5.0,Directed,1,164,Knows
1925,5.0,120.0,Directed,1,163,Knows
1925,5.0,120.0,Directed,1,164,Knows
1926,5.0,121.0,Directed,1,163,Exchange
1927,5.0,121.0,Directed,1,163,Exchange
1928,5.0,5.0,Directed,1,163,Knows
1929,5.0,121.0,Directed,1,163,Knows
1930,5.0,5.0,Directed,1,164,Exchange
1930,5.0,5.0,Directed,1,165,Exchange
1931,5.0,122.0,Directed,1,164,Exchange
1931,5.0,122.0,Directed,1,165,Exchange
1932,5.0,5.0,Directed,1,165,Exchange
1933,5.0,123.0,Directed,1,165,Exchange
1934,5.0,122.0,Directed,1,165,Knows
1935,5.0,51.0,Directed,1,165,Knows
1936,5.0,5.0,Directed,1,166,Exchange
1937,5.0,5.0,Directed,1,166,Exchange
1938,5.0,5.0,Directed,1,163,Knows
1939,5.0,117.0,Directed,1,163,Knows
1940,5.0,5.0,Directed,1,165,Knows
1940,5.0,5.0,Directed,1,166,Knows
1941,5.0,117.0,Directed,1,165,Knows
1941,5.0,117.0,Directed,1,166,Knows
1942,5.0,122.0,Directed,1,165,Knows
1943,5.0,117.0,Directed,1,165,Knows
1944,5.0,5.0,Directed,1,166,Knows
1944,5.0,5.0,Directed,1,167,Knows
1944,5.0,5.0,Directed,1,168,Knows
1945,5.0,78.0,Directed,1,166,Knows
1945,5.0,78.0,Directed,1,167,Knows
1945,5.0,78.0,Directed,1,168,Knows
1946,5.0,5.0,Directed,1,166,Knows
1946,5.0,5.0,Directed,1,167,Knows
1946,5.0,5.0,Directed,1,168,Knows
1947,5.0,79.0,Directed,1,166,Knows
1947,5.0,79.0,Directed,1,167,Knows
1947,5.0,79.0,Directed,1,168,Knows
1948,5.0,78.0,Directed,1,166,Knows
1948,5.0,78.0,Directed,1,167,Knows
1948,5.0,78.0,Directed,1,168,Knows
1948,5.0,78.0,Directed,1,169,Knows
1948,5.0,78.0,Directed,1,170,Knows
1949,5.0,79.0,Directed,1,166,Knows
1949,5.0,79.0,Directed,1,167,Knows
1949,5.0,79.0,Directed,1,168,Knows
1949,5.0,79.0,Directed,1,169,Knows
1949,5.0,79.0,Directed,1,170,Knows
1950,5.0,51.0,Directed,1,166,Knows
1950,5.0,51.0,Directed,1,167,Knows
1950,5.0,51.0,Directed,1,168,Knows
1950,5.0,51.0,Directed,1,169,Knows
1951,5.0,78.0,Directed,1,166,Knows
1951,5.0,78.0,Directed,1,167,Knows
1951,5.0,78.0,Directed,1,168,Knows
1951,5.0,78.0,Directed,1,169,Knows
1952,5.0,51.0,Directed,1,166,Knows
1952,5.0,51.0,Directed,1,167,Knows
1953,5.0,79.0,Directed,1,166,Knows
1953,5.0,79.0,Directed,1,167,Knows
1954,5.0,5.0,Directed,1,167,Exchange
1955,5.0,51.0,Directed,1,167,Exchange
1956,5.0,5.0,Directed,1,167,Knows
1957,5.0,124.0,Directed,1,167,Knows
1958,5.0,51.0,Directed,1,167,Knows
1959,5.0,124.0,Directed,1,167,Knows
1960,5.0,5.0,Directed,1,168,Knows
1961,5.0,51.0,Directed,1,168,Knows
1962,5.0,51.0,Directed,1,169,Exchange
1962,5.0,51.0,Directed,1,170,Exchange
1963,5.0,5.0,Directed,1,169,Exchange
1963,5.0,5.0,Directed,1,170,Exchange
1964,5.0,51.0,Directed,1,169,Knows
1965,5.0,79.0,Directed,1,169,Knows
1966,5.0,5.0,Directed,1,170,Exchange
1966,5.0,5.0,Directed,1,171,Exchange
1967,5.0,125.0,Directed,1,170,Exchange
1967,5.0,125.0,Directed,1,171,Exchange
1968,5.0,5.0,Directed,1,170,Knows
1969,5.0,78.0,Directed,1,170,Knows
1970,5.0,5.0,Directed,1,170,Knows
1971,5.0,79.0,Directed,1,170,Knows
1972,5.0,51.0,Directed,1,170,Knows
1973,5.0,125.0,Directed,1,170,Knows
1974,5.0,125.0,Directed,1,171,Exchange
1975,5.0,122.0,Directed,1,171,Exchange
1976,5.0,5.0,Directed,1,171,Exchange
1977,5.0,122.0,Directed,1,171,Exchange
1978,5.0,5.0,Directed,1,171,Exchange
1979,5.0,124.0,Directed,1,171,Exchange
1980,5.0,5.0,Directed,1,171,Knows
1981,5.0,126.0,Directed,1,171,Knows
1982,5.0,124.0,Directed,1,171,Knows
1983,5.0,126.0,Directed,1,171,Knows
1984,5.0,5.0,Directed,1,172,Knows
1985,5.0,117.0,Directed,1,172,Knows
1986,5.0,5.0,Directed,1,172,Exchange
1986,5.0,5.0,Directed,1,173,Exchange
1987,5.0,51.0,Directed,1,172,Exchange
1987,5.0,51.0,Directed,1,173,Exchange
1988,5.0,5.0,Directed,1,172,Knows
1988,5.0,5.0,Directed,1,173,Knows
1988,5.0,5.0,Directed,1,174,Knows
1989,5.0,78.0,Directed,1,172,Knows
1989,5.0,78.0,Directed,1,173,Knows
1989,5.0,78.0,Directed,1,174,Knows
1990,5.0,5.0,Directed,1,172,Knows
1990,5.0,5.0,Directed,1,173,Knows
1991,5.0,79.0,Directed,1,172,Knows
1991,5.0,79.0,Directed,1,173,Knows
1992,5.0,78.0,Directed,1,172,Knows
1992,5.0,78.0,Directed,1,173,Knows
1992,5.0,78.0,Directed,1,174,Knows
1993,5.0,79.0,Directed,1,172,Knows
1993,5.0,79.0,Directed,1,173,Knows
1993,5.0,79.0,Directed,1,174,Knows
1994,5.0,51.0,Directed,1,172,Knows
1995,5.0,78.0,Directed,1,172,Knows
1996,5.0,51.0,Directed,1,172,Knows
1997,5.0,79.0,Directed,1,172,Knows
1998,5.0,5.0,Directed,1,173,Knows
1999,5.0,119.0,Directed,1,173,Knows
2000,5.0,5.0,Directed,1,173,Knows
2001,5.0,120.0,Directed,1,173,Knows
2002,5.0,119.0,Directed,1,173,Knows
2003,5.0,120.0,Directed,1,173,Knows
2004,5.0,51.0,Directed,1,173,Knows
2005,5.0,119.0,Directed,1,173,Knows
2006,5.0,51.0,Directed,1,173,Knows
2007,5.0,120.0,Directed,1,173,Knows
2008,5.0,5.0,Directed,1,173,Knows
2008,5.0,5.0,Directed,1,174,Knows
2009,5.0,124.0,Directed,1,173,Knows
2009,5.0,124.0,Directed,1,174,Knows
2010,5.0,5.0,Directed,1,173,Knows
2010,5.0,5.0,Directed,1,174,Knows
2011,5.0,126.0,Directed,1,173,Knows
2011,5.0,126.0,Directed,1,174,Knows
2012,5.0,124.0,Directed,1,173,Knows
2012,5.0,124.0,Directed,1,174,Knows
2013,5.0,126.0,Directed,1,173,Knows
2013,5.0,126.0,Directed,1,174,Knows
2014,5.0,5.0,Directed,1,174,Knows
2015,5.0,117.0,Directed,1,174,Knows
2016,5.0,5.0,Directed,1,174,Knows
2017,5.0,53.0,Directed,1,174,Knows
2018,5.0,79.0,Directed,1,174,Exchange
2019,5.0,5.0,Directed,1,174,Exchange
2020,5.0,5.0,Directed,1,174,Knows
2020,5.0,5.0,Directed,1,175,Knows
2021,5.0,127.0,Directed,1,174,Knows
2021,5.0,127.0,Directed,1,175,Knows
2022,5.0,78.0,Directed,1,174,Knows
2022,5.0,78.0,Directed,1,175,Knows
2023,5.0,127.0,Directed,1,174,Knows
2023,5.0,127.0,Directed,1,175,Knows
2024,5.0,79.0,Directed,1,174,Knows
2024,5.0,79.0,Directed,1,175,Knows
2025,5.0,127.0,Directed,1,174,Knows
2025,5.0,127.0,Directed,1,175,Knows
2026,5.0,5.0,Directed,1,175,Exchange
2027,5.0,78.0,Directed,1,175,Exchange
2028,5.0,5.0,Directed,1,175,Knows
2029,5.0,51.0,Directed,1,175,Knows
2030,5.0,78.0,Directed,1,175,Exchange
2031,5.0,51.0,Directed,1,175,Exchange
2032,5.0,5.0,Directed,1,175,Knows
2033,5.0,79.0,Directed,1,175,Knows
2034,5.0,5.0,Directed,1,176,Exchange
2034,5.0,5.0,Directed,1,177,Exchange
2034,5.0,5.0,Directed,1,178,Exchange
2035,5.0,51.0,Directed,1,176,Exchange
2035,5.0,51.0,Directed,1,177,Exchange
2035,5.0,51.0,Directed,1,178,Exchange
2036,5.0,5.0,Directed,1,176,Knows
2036,5.0,5.0,Directed,1,177,Knows
2037,5.0,125.0,Directed,1,176,Knows
2037,5.0,125.0,Directed,1,177,Knows
2038,5.0,5.0,Directed,1,176,Knows
2039,5.0,124.0,Directed,1,176,Knows
2040,5.0,5.0,Directed,1,177,Exchange
2041,5.0,119.0,Directed,1,177,Exchange
2042,5.0,5.0,Directed,1,177,Exchange
2043,5.0,120.0,Directed,1,177,Exchange
2044,5.0,119.0,Directed,1,177,Knows
2045,5.0,120.0,Directed,1,177,Knows
2046,5.0,5.0,Directed,1,177,Knows
2047,5.0,127.0,Directed,1,177,Knows
2048,5.0,5.0,Directed,1,177,Knows
2048,5.0,5.0,Directed,1,178,Knows
2048,5.0,5.0,Directed,1,179,Knows
2049,5.0,79.0,Directed,1,177,Knows
2049,5.0,79.0,Directed,1,178,Knows
2049,5.0,79.0,Directed,1,179,Knows
2050,5.0,127.0,Directed,1,177,Knows
2051,5.0,79.0,Directed,1,177,Knows
2052,5.0,5.0,Directed,1,177,Exchange
2053,5.0,8.0,Directed,1,177,Exchange
2054,5.0,5.0,Directed,1,179,Knows
2055,5.0,78.0,Directed,1,179,Knows
2056,5.0,5.0,Directed,1,179,Knows
2057,5.0,51.0,Directed,1,179,Knows
2058,5.0,5.0,Directed,1,179,Knows
2059,5.0,125.0,Directed,1,179,Knows
2060,3.0,27.0,Directed,1,35,Knows
2061,3.0,26.0,Directed,1,35,Knows
2062,3.0,27.0,Directed,1,35,Knows
2063,3.0,128.0,Directed,1,35,Knows
2064,3.0,27.0,Directed,1,35,Knows
2065,3.0,129.0,Directed,1,35,Knows
2066,3.0,27.0,Directed,1,35,Knows of
2067,3.0,130.0,Directed,1,35,Knows of
2068,3.0,130.0,Directed,1,35,Knows
2069,3.0,129.0,Directed,1,35,Knows
2070,3.0,3.0,Directed,1,35,Knows of
2071,3.0,130.0,Directed,1,35,Knows of
2072,3.0,3.0,Directed,1,35,Knows of
2073,3.0,129.0,Directed,1,35,Knows of
2074,3.0,3.0,Directed,1,35,Knows of
2075,3.0,128.0,Directed,1,35,Knows of
2076,3.0,3.0,Directed,1,35,Knows of
2077,3.0,26.0,Directed,1,35,Knows of
2078,3.0,3.0,Directed,1,35,Knows
2078,3.0,3.0,Directed,1,36,Knows
2079,3.0,17.0,Directed,1,35,Knows
2079,3.0,17.0,Directed,1,36,Knows
2080,3.0,17.0,Directed,1,35,Knows
2080,3.0,17.0,Directed,1,36,Knows
2081,3.0,15.0,Directed,1,35,Knows
2081,3.0,15.0,Directed,1,36,Knows
2082,3.0,15.0,Directed,1,35,Exchange
2082,3.0,15.0,Directed,1,36,Exchange
2083,3.0,18.0,Directed,1,35,Exchange
2083,3.0,18.0,Directed,1,36,Exchange
2084,3.0,3.0,Directed,1,35,Knows
2084,3.0,3.0,Directed,1,36,Knows
2085,3.0,18.0,Directed,1,35,Knows
2085,3.0,18.0,Directed,1,36,Knows
2086,3.0,17.0,Directed,1,35,Knows
2086,3.0,17.0,Directed,1,36,Knows
2087,3.0,18.0,Directed,1,35,Knows
2087,3.0,18.0,Directed,1,36,Knows
2088,3.0,18.0,Directed,1,35,Knows
2089,3.0,27.0,Directed,1,35,Knows
2090,3.0,15.0,Directed,1,35,Knows of
2091,3.0,26.0,Directed,1,35,Knows of
2092,3.0,15.0,Directed,1,35,Knows of
2093,3.0,128.0,Directed,1,35,Knows of
2094,3.0,18.0,Directed,1,35,Knows
2095,3.0,26.0,Directed,1,35,Knows
2096,3.0,18.0,Directed,1,35,Knows
2097,3.0,128.0,Directed,1,35,Knows
2098,3.0,15.0,Directed,1,35,Knows
2098,3.0,15.0,Directed,1,36,Knows
2099,3.0,16.0,Directed,1,35,Knows
2099,3.0,16.0,Directed,1,36,Knows
2100,3.0,15.0,Directed,1,36,Knows
2101,3.0,131.0,Directed,1,36,Knows
2102,3.0,3.0,Directed,1,36,Knows
2103,3.0,61.0,Directed,1,36,Knows
2104,3.0,16.0,Directed,1,36,Knows
2105,3.0,18.0,Directed,1,36,Knows
2106,3.0,16.0,Directed,1,36,Knows
2107,3.0,17.0,Directed,1,36,Knows
2108,3.0,3.0,Directed,1,36,Knows
2109,3.0,19.0,Directed,1,36,Knows
2110,3.0,3.0,Directed,1,36,Knows of
2111,3.0,132.0,Directed,1,36,Knows of
2112,3.0,61.0,Directed,1,36,Knows
2113,3.0,132.0,Directed,1,36,Knows
2114,3.0,3.0,Directed,1,36,Knows
2114,3.0,3.0,Directed,1,37,Knows
2114,3.0,3.0,Directed,1,38,Knows
2115,3.0,103.0,Directed,1,36,Knows
2115,3.0,103.0,Directed,1,37,Knows
2115,3.0,103.0,Directed,1,38,Knows
2116,3.0,16.0,Directed,1,36,Knows
2117,3.0,103.0,Directed,1,36,Knows
2118,3.0,15.0,Directed,1,36,Knows
2119,3.0,103.0,Directed,1,36,Knows
2120,3.0,17.0,Directed,1,36,Exchange
2120,3.0,17.0,Directed,1,37,Exchange
2121,3.0,103.0,Directed,1,36,Exchange
2121,3.0,103.0,Directed,1,37,Exchange
2122,3.0,17.0,Directed,1,37,Exchange
2122,3.0,17.0,Directed,1,38,Exchange
2122,3.0,17.0,Directed,1,39,Exchange
2123,3.0,61.0,Directed,1,37,Exchange
2123,3.0,61.0,Directed,1,38,Exchange
2123,3.0,61.0,Directed,1,39,Exchange
2124,3.0,3.0,Directed,1,37,Exchange
2124,3.0,3.0,Directed,1,38,Exchange
2124,3.0,3.0,Directed,1,39,Exchange
2125,3.0,17.0,Directed,1,37,Exchange
2125,3.0,17.0,Directed,1,38,Exchange
2125,3.0,17.0,Directed,1,39,Exchange
2126,3.0,15.0,Directed,1,37,Exchange
2126,3.0,15.0,Directed,1,38,Exchange
2126,3.0,15.0,Directed,1,39,Exchange
2126,3.0,15.0,Directed,1,40,Exchange
2126,3.0,15.0,Directed,1,41,Exchange
2127,3.0,103.0,Directed,1,37,Exchange
2127,3.0,103.0,Directed,1,38,Exchange
2127,3.0,103.0,Directed,1,39,Exchange
2127,3.0,103.0,Directed,1,40,Exchange
2127,3.0,103.0,Directed,1,41,Exchange
2128,3.0,61.0,Directed,1,37,Exchange
2128,3.0,61.0,Directed,1,38,Exchange
2128,3.0,61.0,Directed,1,39,Exchange
2128,3.0,61.0,Directed,1,40,Exchange
2128,3.0,61.0,Directed,1,41,Exchange
2129,3.0,15.0,Directed,1,37,Exchange
2129,3.0,15.0,Directed,1,38,Exchange
2129,3.0,15.0,Directed,1,39,Exchange
2129,3.0,15.0,Directed,1,40,Exchange
2129,3.0,15.0,Directed,1,41,Exchange
2130,3.0,15.0,Directed,1,37,Knows
2131,3.0,9.0,Directed,1,37,Knows
2132,3.0,15.0,Directed,1,37,Knows
2133,3.0,95.0,Directed,1,37,Knows
2134,3.0,15.0,Directed,1,37,Knows
2135,3.0,,Directed,1,37,Knows
2136,3.0,3.0,Directed,1,37,Exchange
2136,3.0,3.0,Directed,1,38,Exchange
2136,3.0,3.0,Directed,1,39,Exchange
2136,3.0,3.0,Directed,1,40,Exchange
2137,3.0,61.0,Directed,1,37,Exchange
2137,3.0,61.0,Directed,1,38,Exchange
2137,3.0,61.0,Directed,1,39,Exchange
