id,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page,End Page
546,"Exchange","Essun","a younger Sanzed woman (in the group of five) (235","1","13: you're on the trail","236","238"
547,"Exchange","a younger Sanzed woman (in the group of five) (235","Hoa","1","13: you're on the trail","236","238"
548,"Exchange","a younger Sanzed woman (in the group of five) (235","Tonkee","1","13: you're on the trail","236","238"
549,"Knows of","Essun","an anonymous orogene (237)","0","13: you're on the trail","237","237"
550,"Knows of","a younger Sanzed woman (in the group of five) (235","an anonymous orogene (237)","1","13: you're on the trail","237","237"
551,"Knows","Essun","poorly armed Strongbacks (239)","1","13: you're on the trail","239","239"
552,"Knows","Essun","Jija","1","13: you're on the trail","239","243"
553,"Knows","Essun","Hoa","1","13: you're on the trail","239","239"
554,"Knows of","Essun","Kirkhusa","0","13: you're on the trail","239","239"
555,"Knows","Essun","Tonkee","1","13: you're on the trail","239","239"
556,"Knows","Essun","Hoa","1","13: you're on the trail","239","239"
557,"Knows","Essun","woman doing comm's trading (239)","1","13: you're on the trail","239","240"
558,"Exchange","Essun","Tonkee","1","13: you're on the trail","240","240"
559,"Knows","Essun","Hoa","1","13: you're on the trail","240","240"
560,"Knows","Essun","Nassun","1","13: you're on the trail","240","243"
561,"Knows","Essun","well armed Strongbacks (240)","1","13: you're on the trail","240","241"
562,"Knows of","Hoa","Nassun","0","13: you're on the trail","241","243"
563,"Knows of","Hoa","Jija","0","13: you're on the trail","241","243"
564,"Exchange","Hoa","Essun","1","13: you're on the trail","241","243"
565,"Knows","Essun","Tonkee","1","13: you're on the trail","241","243"
567,"Knows","Hoa","Tonkee","1","13: you're on the trail","242","243"
568,"Knows","Hoa","Father Earth","0","Prologue: you are here","8","8"
569,"Knows","Essun","Father Earth","0","3: you're on your way","48","49"
570,"Knows","Essun","Father Earth","0","3: you're on your way","59","59"
571,"Knows","Syenite","Father Earth","0","4: Syenite, cut and polished","73","73"
572,"Knows","Damaya","Father Earth","0","6: Damaya, grinding to a halt","87","87"
573,"Knows","Schaffa","Father Earth","0","6: Damaya, grinding to a halt","91","91"
574,"Knows","Essun","Father Earth","0","7: you plus one is two","105","106"
575,"Knows","Uche","Father Earth","0","7: you plus one is two","106","106"
576,"Knows","""woman"" (on the road)","Father Earth","0","7: you plus one is two","108","108"
577,"Knows","Essun","Father Earth","0","7: you plus one is two","108","108"
578,"Knows","Essun","Father Earth","0","7: you plus one is two","112","112"
579,"Knows","Essun","Father Earth","0","7: you plus one is two","114","114"
580,"Knows","Syenite","Father Earth","0","8: Syenite on the highroad","116","117"
581,"Knows","Syenite","Father Earth","0","8: Syenite on the highroad","119","119"
582,"Knows","Alabaster","Father Earth","0","8: Syenite on the highroad","124","124"
583,"Knows","Syenite","Father Earth","0","8: Syenite on the highroad","126","126"
584,"Knows","Syenite","Father Earth","0","8: Syenite on the highroad","128","128"
585,"Knows","Syenite","Father Earth","0","8: Syenite on the highroad","139","139"
586,"Knows","Syenite","Father Earth","1","8: Syenite on the highroad","142","142"
587,"Knows","Syenite","Father Earth","0","9: Syenite among the enemy","166","166"
588,"Knows","Syenite","Father Earth","0","9: Syenite among the enemy","168","168"
589,"Knows","Essun","Kirkhusa","1","10: you walk beside the beast","185","190"
590,"Knows","Hoa","Kirkhusa","1","10: you walk beside the beast","186","188"
591,"Knows","Tonkee","Kirkhusa","1","10: you walk beside the beast","185","188"
592,"Knows","Essun","Father Earth","0","10: you walk beside the beast","187","187"
593,"Knows","Damaya","Father Earth","0","11: Damaya at the fulcrum of it all","196","196"
594,"Knows","""clerk"" (with Asael and Heresmith)","Father Earth","1","12: Syenite finds a new toy","221","221"
595,"Knows","""woman"" (with Heresmith)","Father Earth","1","12: Syenite finds a new toy","223","223"
596,"Knows","Syenite","Father Earth","0","12: Syenite finds a new toy","225","226"
597,"Knows","Syenite","Father Earth","0","12: Syenite finds a new toy","229","229"
598,"Exchange","Syenite","Alabaster","1","14: Syenite breaks her toys","244","246"
599,"Knows of","Syenite","Geomests","0","14: Syenite breaks her toys","246","247"
600,"Knows of","Alabaster","Geomests","0","14: Syenite breaks her toys","246","247"
601,"Knows","Alabaster","The Fulcrum","1","14: Syenite breaks her toys","245","247"
602,"Knows","Syenite","The Fulcrum","1","14: Syenite breaks her toys","245","247"
603,"Knows of","Geomests","Allia's citizens","0","14: Syenite breaks her toys","246","246"
604,"Knows of","""archeomests""","Allia's citizens","1","14: Syenite breaks her toys","246","246"
605,"Knows of","Lorists","Allia's citizens","0","14: Syenite breaks her toys","246","246"
606,"Knows of","Biomests","Allia's citizens","0","14: Syenite breaks her toys","246","246"
607,"Knows of","metallorists","Allia's citizens","0","14: Syenite breaks her toys","246","246"
608,"Knows of","Cranks","Allia's citizens","0","14: Syenite breaks her toys","246","246"
609,"Knows of","Charlatans","Allia's citizens","0","14: Syenite breaks her toys","246","246"
610,"Knows of","astronomests","Allia's citizens","0","14: Syenite breaks her toys","246","246"
611,"Knows of","junk science practitioners (246)","Allia's citizens","0","14: Syenite breaks her toys","246","246"
612,"Knows of","doctors","Allia's citizens","0","14: Syenite breaks her toys","246","246"
613,"Knows of","Syenite","stone eater (in the obelisk)","1","14: Syenite breaks her toys","246","246"
614,"Knows of","Alabaster","stone eater (in the obelisk)","1","14: Syenite breaks her toys","246","246"
615,"Knows","Syenite","Geomests","1","14: Syenite breaks her toys","246","247"
616,"Knows","Syenite","Alabaster","1","14: Syenite breaks her toys","247","247"
617,"Knows","Syenite","Guardians (at the Fulcrum)","1","14: Syenite breaks her toys","247","247"
618,"Knows","Syenite","Imperial Scholars","1","14: Syenite breaks her toys","247","247"
619,"Exchange","Syenite","Alabaster","1","14: Syenite breaks her toys","248","254"
620,"Knows of","Alabaster","Whoever tried to kill Alabaster","1","14: Syenite breaks her toys","248","248"
621,"Knows of","Syenite","Whoever tried to kill Alabaster","0","14: Syenite breaks her toys","248","248"
622,"Knows","Syenite","Asael Leadership Allia","1","14: Syenite breaks her toys","248","248"
623,"Knows","Alabaster","Asael Leadership Allia","1","14: Syenite breaks her toys","248","248"
624,"Knows of","Syenite","Allia's residents at the inn","0","14: Syenite breaks her toys","248","248"
625,"Knows of","Syenite","Breeders","0","14: Syenite breaks her toys","248","248"
626,"Knows of","Syenite","Resistants","0","14: Syenite breaks her toys","248","248"
627,"Knows","Syenite","Strongbacks","0","14: Syenite breaks her toys","248","248"
628,"Knows","Syenite","Adolescents/Children (in Allia)","1","14: Syenite breaks her toys","249","250"
629,"Knows","Syenite","Allia's citizens","0","14: Syenite breaks her toys","250","250"
630,"Knows","Alabaster","Allia's citizens","0","14: Syenite breaks her toys","250","250"
