source,target,Char 1 Name,Char 2 Name,startPage,type,weight
67,104,Bennie Salazar,"""girls from the office""",20,Undirected,1
101,78,Stop/Go Producer 2,Collette,20,Undirected,1
104,77,"""girls from the office""",Stop/Go sisters,20,Undirected,1
77,80,Stop/Go sisters,Mother Superior,20,Undirected,1
102,79,Stop/Go Producer 3,Stop/Go's manager (their father),20,Undirected,1
67,79,Bennie Salazar,Stop/Go's manager (their father),20,Undirected,1
78,79,Collette,Stop/Go's manager (their father),20,Undirected,1
67,115,Bennie Salazar,Louisa (younger Stop/Go sister),20,Undirected,1
101,80,Stop/Go Producer 2,Mother Superior,20,Undirected,1
104,79,"""girls from the office""",Stop/Go's manager (their father),20,Undirected,1
78,115,Collette,Louisa (younger Stop/Go sister),20,Undirected,1
79,80,Stop/Go's manager (their father),Mother Superior,20,Undirected,1
260,100,God,Stop/Go Producer 1,20,Undirected,1
100,114,Stop/Go Producer 1,Chandra (oldest Stop/Go sister),20,Undirected,1
67,114,Bennie Salazar,Chandra (oldest Stop/Go sister),20,Undirected,1
100,77,Stop/Go Producer 1,Stop/Go sisters,20,Undirected,1
104,102,"""girls from the office""",Stop/Go Producer 3,20,Undirected,1
260,102,God,Stop/Go Producer 3,20,Undirected,1
67,101,Bennie Salazar,Stop/Go Producer 2,20,Undirected,1
77,114,Stop/Go sisters,Chandra (oldest Stop/Go sister),20,Undirected,1
103,78,"""cloistered nuns""",Collette,20,Undirected,1
260,77,God,Stop/Go sisters,20,Undirected,1
100,79,Stop/Go Producer 1,Stop/Go's manager (their father),20,Undirected,1
260,104,God,"""girls from the office""",20,Undirected,1
101,114,Stop/Go Producer 2,Chandra (oldest Stop/Go sister),20,Undirected,1
79,114,Stop/Go's manager (their father),Chandra (oldest Stop/Go sister),20,Undirected,1
78,114,Collette,Chandra (oldest Stop/Go sister),20,Undirected,1
67,103,Bennie Salazar,"""cloistered nuns""",20,Undirected,1
101,77,Stop/Go Producer 2,Stop/Go sisters,20,Undirected,1
102,115,Stop/Go Producer 3,Louisa (younger Stop/Go sister),20,Undirected,1
103,80,"""cloistered nuns""",Mother Superior,20,Undirected,1
260,79,God,Stop/Go's manager (their father),20,Undirected,1
77,79,Stop/Go sisters,Stop/Go's manager (their father),20,Undirected,1
67,78,Bennie Salazar,Collette,20,Undirected,1
104,115,"""girls from the office""",Louisa (younger Stop/Go sister),20,Undirected,1
100,102,Stop/Go Producer 1,Stop/Go Producer 3,20,Undirected,1
101,79,Stop/Go Producer 2,Stop/Go's manager (their father),20,Undirected,1
80,114,Mother Superior,Chandra (oldest Stop/Go sister),20,Undirected,1
67,80,Bennie Salazar,Mother Superior,20,Undirected,1
78,80,Collette,Mother Superior,20,Undirected,1
100,104,Stop/Go Producer 1,"""girls from the office""",20,Undirected,1
101,102,Stop/Go Producer 2,Stop/Go Producer 3,20,Undirected,1
103,114,"""cloistered nuns""",Chandra (oldest Stop/Go sister),20,Undirected,1
100,115,Stop/Go Producer 1,Louisa (younger Stop/Go sister),20,Undirected,1
103,77,"""cloistered nuns""",Stop/Go sisters,20,Undirected,1
101,104,Stop/Go Producer 2,"""girls from the office""",20,Undirected,1
102,78,Stop/Go Producer 3,Collette,20,Undirected,1
260,115,God,Louisa (younger Stop/Go sister),20,Undirected,1
77,115,Stop/Go sisters,Louisa (younger Stop/Go sister),20,Undirected,1
103,79,"""cloistered nuns""",Stop/Go's manager (their father),20,Undirected,1
81,82,Christopher Salazar,Stephanie,21,Undirected,1
103,82,"""cloistered nuns""",Stephanie,21,Undirected,1
80,114,Mother Superior,Chandra (oldest Stop/Go sister),21,Undirected,1
66,103,Sasha,"""cloistered nuns""",21,Undirected,1
114,82,Chandra (oldest Stop/Go sister),Stephanie,21,Undirected,1
67,77,Bennie Salazar,Stop/Go sisters,21,Undirected,1
77,81,Stop/Go sisters,Christopher Salazar,21,Undirected,1
66,115,Sasha,Louisa (younger Stop/Go sister),21,Undirected,1
67,80,Bennie Salazar,Mother Superior,21,Undirected,1
77,78,Stop/Go sisters,Collette,21,Undirected,1
78,80,Collette,Mother Superior,21,Undirected,1
81,115,Christopher Salazar,Louisa (younger Stop/Go sister),21,Undirected,1
103,115,"""cloistered nuns""",Louisa (younger Stop/Go sister),21,Undirected,1
114,115,Chandra (oldest Stop/Go sister),Louisa (younger Stop/Go sister),21,Undirected,1
66,78,Sasha,Collette,21,Undirected,1
66,81,Sasha,Christopher Salazar,21,Undirected,1
103,81,"""cloistered nuns""",Christopher Salazar,21,Undirected,1
77,114,Stop/Go sisters,Chandra (oldest Stop/Go sister),21,Undirected,1
103,78,"""cloistered nuns""",Collette,21,Undirected,1
67,82,Bennie Salazar,Stephanie,21,Undirected,1
77,80,Stop/Go sisters,Mother Superior,21,Undirected,1
66,114,Sasha,Chandra (oldest Stop/Go sister),21,Undirected,1
78,82,Collette,Stephanie,21,Undirected,1
80,82,Mother Superior,Stephanie,21,Undirected,1
78,114,Collette,Chandra (oldest Stop/Go sister),21,Undirected,1
66,77,Sasha,Stop/Go sisters,21,Undirected,1
67,103,Bennie Salazar,"""cloistered nuns""",21,Undirected,1
103,114,"""cloistered nuns""",Chandra (oldest Stop/Go sister),21,Undirected,1
