Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Evelina Harp,Judge Antone Bazil Coutts,Marn Wolde,Doctor Cordelia Lochren,Seraph Milk,Corwin Peace,Billy Peace,Warren Wolde,Shamengwa Milk,Henri Peace,Lafayette Peace
16,Bazil woosGeraldine,1951-01-01,1966-10-01,T,Judge Antone Bazil Coutts,94,94,1980-11-30,1980-11-30,87,134,T,"Coutts and Geraldine are already together by the time Evelina learns about the lynching, as Geraldine is heard saying ""[w]ho told you?"" to Clemence regarding her relations with the judge, therefore they begin courting prior to September 1966 (*see Evelina learns of the lynching). The courting also must begin after Coutts and Cordelia's affair ends, as Coutts mentions his ""pains in that department"" (89), alluding to the end of his affair, therefore, Coutts courts Geraldine before October 1966 and after 1951. ",Judge Antone Bazil Coutts,  ,T,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,97,97,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,98,98,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,99,99,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,100,100,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,101,101,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,102,102,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,103,103,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,104,104,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,105,105,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,106,106,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,107,107,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,108,108,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,109,109,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,110,110,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,111,111,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,112,112,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,114,114,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Judge Antone Bazil Coutts,114,114,1980-11-30,1980-11-30,87,134,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Judge Antone Bazil Coutts,115,115,1980-11-30,1980-11-30,87,134,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,115,115,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,116,116,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,123,123,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,124,124,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,125,125,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,126,126,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,127,127,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,128,128,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,129,129,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
18,Maggie has Corwin,1954-07-02,1954-07-02,T,Judge Antone Bazil Coutts,130,130,1980-11-30,1980-11-30,87,134,T,"Corwin and Evelina are in sixth grade in 1966 (*see ""Evelina kisses Corwin"") and therefore ~12 years old. 1966-12=1954. Corwin was born in 1954. ",Corwin Peace,,,,,,T,,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,131,131,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
18,Maggie has Corwin,1954-07-02,1954-07-02,T,Judge Antone Bazil Coutts,131,131,1980-11-30,1980-11-30,87,134,T,"Corwin and Evelina are in sixth grade in 1966 (*see ""Evelina kisses Corwin"") and therefore ~12 years old. 1966-12=1954. Corwin was born in 1954. ",Corwin Peace,,,,,,T,,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,133,133,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Judge Antone Bazil Coutts,134,134,1980-11-30,1980-11-30,87,134,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,  ,,,,,,T,,,,
19,Marn elopes with Billy,1964-12-31,1964-12-31,T,Marn Wolde,147,147,1979-09-26,1979-09-26,135,179,T,"Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Marn states ""I have been with Billy three years...I'm still only nineteen” (151) and has her children in this time as well (147). Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. If Marn has been with Billy three years at 19, then she elopes at 16, and therefore between 1966 and 1963. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,147,147,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,148,148,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
19,Marn elopes with Billy,1964-12-31,1964-12-31,T,Marn Wolde,151,151,1979-09-26,1979-09-26,135,179,T,"Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Marn states ""I have been with Billy three years...I'm still only nineteen” (151) and has her children in this time as well (147). Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. If Marn has been with Billy three years at 19, then she elopes at 16, and therefore between 1966 and 1963. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,154,154,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,155,155,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,156,156,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
29,Marn murders Billy ,1972-05-05,1972-05-05,T,Marn Wolde,157,157,1979-09-26,1979-09-26,135,179,T,"Marn comes into the 4-Bs after murdering Billy while Evelina is working there as she is “just about to graduate” (184). Evelina also describes a ""stiff, spring wind"" (184). Evelina leaves for college in fall 1972 so this must be spring 1972.",Billy Peace and Marn Wolde,,,T,,,,T,,,,
26,Warren put into state hospital,1969-07-01,1969-07-01,T,Marn Wolde,158,158,1979-09-26,1979-09-26,135,179,T,"Cordelia states that she treated Warren on the Wolde property ""about twenty years ago""(309), and she is narrating in her ""seventies"" (299). Since she is born in 1911 she narrates between 1981 and 1991, therefore she treats Warren between 1961 and 1971. She then states that Warren lasted ""pretty well for another few years before he went entirely senile and was sent down to the state hospital"" (309-310). Assuming 'a few' is ~3 years, Warren is sent to the hospital between 1964 and 1974.",Marn Wolde and Warren Wolde,,,T,,,,,T,,,
29,Marn murders Billy ,1972-05-05,1972-05-05,T,Marn Wolde,158,158,1979-09-26,1979-09-26,135,179,T,"Marn comes into the 4-Bs after murdering Billy while Evelina is working there as she is “just about to graduate” (184). Evelina also describes a ""stiff, spring wind"" (184). Evelina leaves for college in fall 1972 so this must be spring 1972.",Billy Peace and Marn Wolde,,,T,,,,T,,,,
22,Marn gets her snakes,1966-07-02,1966-07-02,T,Marn Wolde,160,160,1979-09-26,1979-09-26,135,179,T,"Marn obtains her snakes “on our travels south” (160), “we wandered in the desert three years” (147) between the ages 16 and 19. The earliest Marn can be 16 is ~1963 (*see ""Marn elopes with Billy"") and the latest she can be 19 is ~1969 (i.e. the three years would be 1963-1966, and any three years in between, up to 1966-1969). ",Marn Wolde,,,T,,,,,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,161,161,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
22,Marn gets her snakes,1966-07-02,1966-07-02,T,Marn Wolde,162,162,1979-09-26,1979-09-26,135,179,T,"Marn obtains her snakes “on our travels south” (160), “we wandered in the desert three years” (147) between the ages 16 and 19. The earliest Marn can be 16 is ~1963 (*see ""Marn elopes with Billy"") and the latest she can be 19 is ~1969 (i.e. the three years would be 1963-1966, and any three years in between, up to 1966-1969). ",Marn Wolde,,,T,,,,,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,162,162,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
29,Marn murders Billy ,1972-05-05,1972-05-05,T,Marn Wolde,162,162,1979-09-26,1979-09-26,135,179,T,"Marn comes into the 4-Bs after murdering Billy while Evelina is working there as she is “just about to graduate” (184). Evelina also describes a ""stiff, spring wind"" (184). Evelina leaves for college in fall 1972 so this must be spring 1972.",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,163,163,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
29,Marn murders Billy ,1972-05-05,1972-05-05,T,Marn Wolde,163,163,1979-09-26,1979-09-26,135,179,T,"Marn comes into the 4-Bs after murdering Billy while Evelina is working there as she is “just about to graduate” (184). Evelina also describes a ""stiff, spring wind"" (184). Evelina leaves for college in fall 1972 so this must be spring 1972.",Billy Peace and Marn Wolde,,,T,,,,T,,,,
22,Marn gets her snakes,1966-07-02,1966-07-02,T,Marn Wolde,164,164,1979-09-26,1979-09-26,135,179,T,"Marn obtains her snakes “on our travels south” (160), “we wandered in the desert three years” (147) between the ages 16 and 19. The earliest Marn can be 16 is ~1963 (*see ""Marn elopes with Billy"") and the latest she can be 19 is ~1969 (i.e. the three years would be 1963-1966, and any three years in between, up to 1966-1969). ",Marn Wolde,,,T,,,,,,,,
29,Marn murders Billy ,1972-05-05,1972-05-05,T,Marn Wolde,164,164,1979-09-26,1979-09-26,135,179,T,"Marn comes into the 4-Bs after murdering Billy while Evelina is working there as she is “just about to graduate” (184). Evelina also describes a ""stiff, spring wind"" (184). Evelina leaves for college in fall 1972 so this must be spring 1972.",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,166,166,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
29,Marn murders Billy ,1972-05-05,1972-05-05,T,Marn Wolde,166,166,1979-09-26,1979-09-26,135,179,T,"Marn comes into the 4-Bs after murdering Billy while Evelina is working there as she is “just about to graduate” (184). Evelina also describes a ""stiff, spring wind"" (184). Evelina leaves for college in fall 1972 so this must be spring 1972.",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,167,167,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,168,168,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,169,169,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
25,Marn has Judah and Lilith,1967-01-01,1967-01-01,T,Marn Wolde,170,170,1979-09-26,1979-09-26,135,179,T,"“we wandered in the desert three years and I bore two children” (147); Marn's children are reading the menu at the 4-B's in 1972, ""[t]hey bent over the list, their mouths forming the words"" (185) which would theoretically make them somewhere between age 4 and age 7, the general age range in which children learn to read. Considering Marn's children are still infants when she returns home with Billy, she likely has them in the second or third year of travel; if her children are ~4 in 1972 then Marn is ~18 in 1968 and if they are ~7 in 1972 then Marn is ~18 in 1965. Therefore Marn has Judah and Lilith between 1968 and 1965. ",Billy Peace and Marn Wolde,,,T,,,,T,,,,
