source,target,Character 1,Character 2,type,weight,startPage,OriginalstartPage,category
69,37,"""the Eagle""","""Gunas"" (Laxsgiik)",Directed,0.1,109.1,1091,Knows
69,38,"""the Eagle""","chief of ""Gitrhawn clan""",Directed,0.1,109.1,1091,Knows
41,36,"""the Spirit Halibut""","""Gitrhawn clan""",Directed,0.1,109.1,1091,Knows
41,37,"""the Spirit Halibut""","""Gunas"" (Laxsgiik)",Directed,0.1,109.1,1091,Exchange
41,38,"""the Spirit Halibut""","chief of ""Gitrhawn clan""",Directed,0.1,109.1,1091,Knows
38,36,"chief of ""Gitrhawn clan""","""Gitrhawn clan""",Directed,0.1,109.1,1091,Exchange
38,37,"chief of ""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.1,1091,Knows
38,69,"chief of ""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.1,1091,Knows
38,41,"chief of ""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.1,1091,Knows
14,36,real Barbeau,"""Gitrhawn clan""",Directed,0.1,109.1,1091,Knows of
14,37,real Barbeau,"""Gunas"" (Laxsgiik)",Directed,0.1,109.1,1091,Knows of
14,69,real Barbeau,"""the Eagle""",Directed,0.1,109.1,1091,Knows of
14,41,real Barbeau,"""the Spirit Halibut""",Directed,0.1,109.1,1091,Knows of
14,38,real Barbeau,"chief of ""Gitrhawn clan""",Directed,0.1,109.1,1091,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,109.1,1091,Knows of
2,36,Sagaween (Laxsgiik),"""Gitrhawn clan""",Directed,0.1,109.1,1091,Knows
2,37,Sagaween (Laxsgiik),"""Gunas"" (Laxsgiik)",Directed,0.1,109.1,1091,Knows
2,69,Sagaween (Laxsgiik),"""the Eagle""",Directed,0.1,109.1,1091,Knows
2,41,Sagaween (Laxsgiik),"""the Spirit Halibut""",Directed,0.1,109.1,1091,Knows
2,38,Sagaween (Laxsgiik),"chief of ""Gitrhawn clan""",Directed,0.1,109.1,1091,Knows
36,37,"""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.2,1092,Knows
36,69,"""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.2,1092,Knows
36,41,"""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.2,1092,Knows
36,38,"""Gitrhawn clan""","chief of ""Gitrhawn clan""",Directed,0.1,109.2,1092,Exchange
36,2,"""Gitrhawn clan""",Sagaween (Laxsgiik),Directed,0.1,109.2,1092,Knows
37,36,"""Gunas"" (Laxsgiik)","""Gitrhawn clan""",Directed,0.1,109.2,1092,Knows
37,69,"""Gunas"" (Laxsgiik)","""the Eagle""",Directed,0.1,109.2,1092,Knows
37,41,"""Gunas"" (Laxsgiik)","""the Spirit Halibut""",Directed,0.1,109.2,1092,Exchange
37,38,"""Gunas"" (Laxsgiik)","chief of ""Gitrhawn clan""",Directed,0.1,109.2,1092,Knows
69,36,"""the Eagle""","""Gitrhawn clan""",Directed,0.1,109.2,1092,Knows
69,37,"""the Eagle""","""Gunas"" (Laxsgiik)",Directed,0.1,109.2,1092,Knows
69,38,"""the Eagle""","chief of ""Gitrhawn clan""",Directed,0.1,109.2,1092,Knows
41,36,"""the Spirit Halibut""","""Gitrhawn clan""",Directed,0.1,109.2,1092,Knows
41,37,"""the Spirit Halibut""","""Gunas"" (Laxsgiik)",Directed,0.1,109.2,1092,Exchange
41,38,"""the Spirit Halibut""","chief of ""Gitrhawn clan""",Directed,0.1,109.2,1092,Knows
38,36,"chief of ""Gitrhawn clan""","""Gitrhawn clan""",Directed,0.1,109.2,1092,Exchange
38,37,"chief of ""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.2,1092,Knows
38,69,"chief of ""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.2,1092,Knows
38,41,"chief of ""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.2,1092,Knows
14,36,real Barbeau,"""Gitrhawn clan""",Directed,0.1,109.2,1092,Knows of
14,37,real Barbeau,"""Gunas"" (Laxsgiik)",Directed,0.1,109.2,1092,Knows of
14,69,real Barbeau,"""the Eagle""",Directed,0.1,109.2,1092,Knows of
14,41,real Barbeau,"""the Spirit Halibut""",Directed,0.1,109.2,1092,Knows of
14,38,real Barbeau,"chief of ""Gitrhawn clan""",Directed,0.1,109.2,1092,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,109.2,1092,Knows of
2,36,Sagaween (Laxsgiik),"""Gitrhawn clan""",Directed,0.1,109.2,1092,Knows
2,37,Sagaween (Laxsgiik),"""Gunas"" (Laxsgiik)",Directed,0.1,109.2,1092,Knows
2,69,Sagaween (Laxsgiik),"""the Eagle""",Directed,0.1,109.2,1092,Knows
2,41,Sagaween (Laxsgiik),"""the Spirit Halibut""",Directed,0.1,109.2,1092,Knows
2,38,Sagaween (Laxsgiik),"chief of ""Gitrhawn clan""",Directed,0.1,109.2,1092,Knows
36,37,"""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.3,1093,Knows
36,69,"""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.3,1093,Knows
36,41,"""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.3,1093,Knows
36,38,"""Gitrhawn clan""","chief of ""Gitrhawn clan""",Directed,0.1,109.3,1093,Exchange
36,2,"""Gitrhawn clan""",Sagaween (Laxsgiik),Directed,0.1,109.3,1093,Knows
37,36,"""Gunas"" (Laxsgiik)","""Gitrhawn clan""",Directed,0.1,109.3,1093,Knows
37,69,"""Gunas"" (Laxsgiik)","""the Eagle""",Directed,0.1,109.3,1093,Knows
37,41,"""Gunas"" (Laxsgiik)","""the Spirit Halibut""",Directed,0.1,109.3,1093,Exchange
37,38,"""Gunas"" (Laxsgiik)","chief of ""Gitrhawn clan""",Directed,0.1,109.3,1093,Knows
69,36,"""the Eagle""","""Gitrhawn clan""",Directed,0.1,109.3,1093,Knows
69,37,"""the Eagle""","""Gunas"" (Laxsgiik)",Directed,0.1,109.3,1093,Knows
69,38,"""the Eagle""","chief of ""Gitrhawn clan""",Directed,0.1,109.3,1093,Knows
41,36,"""the Spirit Halibut""","""Gitrhawn clan""",Directed,0.1,109.3,1093,Knows
41,37,"""the Spirit Halibut""","""Gunas"" (Laxsgiik)",Directed,0.1,109.3,1093,Exchange
41,38,"""the Spirit Halibut""","chief of ""Gitrhawn clan""",Directed,0.1,109.3,1093,Knows
38,36,"chief of ""Gitrhawn clan""","""Gitrhawn clan""",Directed,0.1,109.3,1093,Exchange
38,37,"chief of ""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.3,1093,Knows
38,69,"chief of ""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.3,1093,Knows
38,41,"chief of ""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.3,1093,Knows
14,36,real Barbeau,"""Gitrhawn clan""",Directed,0.1,109.3,1093,Knows of
14,37,real Barbeau,"""Gunas"" (Laxsgiik)",Directed,0.1,109.3,1093,Knows of
14,69,real Barbeau,"""the Eagle""",Directed,0.1,109.3,1093,Knows of
14,41,real Barbeau,"""the Spirit Halibut""",Directed,0.1,109.3,1093,Knows of
14,38,real Barbeau,"chief of ""Gitrhawn clan""",Directed,0.1,109.3,1093,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,109.3,1093,Knows of
2,36,Sagaween (Laxsgiik),"""Gitrhawn clan""",Directed,0.1,109.3,1093,Knows
2,37,Sagaween (Laxsgiik),"""Gunas"" (Laxsgiik)",Directed,0.1,109.3,1093,Knows
2,69,Sagaween (Laxsgiik),"""the Eagle""",Directed,0.1,109.3,1093,Knows
2,41,Sagaween (Laxsgiik),"""the Spirit Halibut""",Directed,0.1,109.3,1093,Knows
2,38,Sagaween (Laxsgiik),"chief of ""Gitrhawn clan""",Directed,0.1,109.3,1093,Knows
36,37,"""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.4,1094,Knows
36,69,"""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.4,1094,Knows
36,41,"""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.4,1094,Knows
36,38,"""Gitrhawn clan""","chief of ""Gitrhawn clan""",Directed,0.1,109.4,1094,Exchange
36,2,"""Gitrhawn clan""",Sagaween (Laxsgiik),Directed,0.1,109.4,1094,Knows
37,36,"""Gunas"" (Laxsgiik)","""Gitrhawn clan""",Directed,0.1,109.4,1094,Knows
37,69,"""Gunas"" (Laxsgiik)","""the Eagle""",Directed,0.1,109.4,1094,Knows
37,41,"""Gunas"" (Laxsgiik)","""the Spirit Halibut""",Directed,0.1,109.4,1094,Exchange
37,38,"""Gunas"" (Laxsgiik)","chief of ""Gitrhawn clan""",Directed,0.1,109.4,1094,Knows
69,36,"""the Eagle""","""Gitrhawn clan""",Directed,0.1,109.4,1094,Knows
69,37,"""the Eagle""","""Gunas"" (Laxsgiik)",Directed,0.1,109.4,1094,Knows
69,38,"""the Eagle""","chief of ""Gitrhawn clan""",Directed,0.1,109.4,1094,Knows
41,36,"""the Spirit Halibut""","""Gitrhawn clan""",Directed,0.1,109.4,1094,Knows
41,37,"""the Spirit Halibut""","""Gunas"" (Laxsgiik)",Directed,0.1,109.4,1094,Exchange
41,38,"""the Spirit Halibut""","chief of ""Gitrhawn clan""",Directed,0.1,109.4,1094,Knows
38,36,"chief of ""Gitrhawn clan""","""Gitrhawn clan""",Directed,0.1,109.4,1094,Exchange
38,37,"chief of ""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.4,1094,Knows
38,69,"chief of ""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.4,1094,Knows
38,41,"chief of ""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.4,1094,Knows
14,36,real Barbeau,"""Gitrhawn clan""",Directed,0.1,109.4,1094,Knows of
14,37,real Barbeau,"""Gunas"" (Laxsgiik)",Directed,0.1,109.4,1094,Knows of
14,69,real Barbeau,"""the Eagle""",Directed,0.1,109.4,1094,Knows of
14,41,real Barbeau,"""the Spirit Halibut""",Directed,0.1,109.4,1094,Knows of
14,38,real Barbeau,"chief of ""Gitrhawn clan""",Directed,0.1,109.4,1094,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,109.4,1094,Knows of
2,36,Sagaween (Laxsgiik),"""Gitrhawn clan""",Directed,0.1,109.4,1094,Knows
2,37,Sagaween (Laxsgiik),"""Gunas"" (Laxsgiik)",Directed,0.1,109.4,1094,Knows
2,69,Sagaween (Laxsgiik),"""the Eagle""",Directed,0.1,109.4,1094,Knows
2,41,Sagaween (Laxsgiik),"""the Spirit Halibut""",Directed,0.1,109.4,1094,Knows
2,38,Sagaween (Laxsgiik),"chief of ""Gitrhawn clan""",Directed,0.1,109.4,1094,Knows
36,37,"""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.5,1095,Knows
36,69,"""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.5,1095,Knows
36,41,"""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.5,1095,Knows
36,38,"""Gitrhawn clan""","chief of ""Gitrhawn clan""",Directed,0.1,109.5,1095,Exchange
36,2,"""Gitrhawn clan""",Sagaween (Laxsgiik),Directed,0.1,109.5,1095,Knows
37,36,"""Gunas"" (Laxsgiik)","""Gitrhawn clan""",Directed,0.1,109.5,1095,Knows
37,69,"""Gunas"" (Laxsgiik)","""the Eagle""",Directed,0.1,109.5,1095,Knows
37,41,"""Gunas"" (Laxsgiik)","""the Spirit Halibut""",Directed,0.1,109.5,1095,Exchange
37,38,"""Gunas"" (Laxsgiik)","chief of ""Gitrhawn clan""",Directed,0.1,109.5,1095,Knows
69,36,"""the Eagle""","""Gitrhawn clan""",Directed,0.1,109.5,1095,Knows
69,37,"""the Eagle""","""Gunas"" (Laxsgiik)",Directed,0.1,109.5,1095,Knows
69,38,"""the Eagle""","chief of ""Gitrhawn clan""",Directed,0.1,109.5,1095,Knows
41,36,"""the Spirit Halibut""","""Gitrhawn clan""",Directed,0.1,109.5,1095,Knows
41,37,"""the Spirit Halibut""","""Gunas"" (Laxsgiik)",Directed,0.1,109.5,1095,Exchange
41,38,"""the Spirit Halibut""","chief of ""Gitrhawn clan""",Directed,0.1,109.5,1095,Knows
38,36,"chief of ""Gitrhawn clan""","""Gitrhawn clan""",Directed,0.1,109.5,1095,Exchange
38,37,"chief of ""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.5,1095,Knows
38,69,"chief of ""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.5,1095,Knows
38,41,"chief of ""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.5,1095,Knows
14,36,real Barbeau,"""Gitrhawn clan""",Directed,0.1,109.5,1095,Knows of
14,37,real Barbeau,"""Gunas"" (Laxsgiik)",Directed,0.1,109.5,1095,Knows of
14,69,real Barbeau,"""the Eagle""",Directed,0.1,109.5,1095,Knows of
14,41,real Barbeau,"""the Spirit Halibut""",Directed,0.1,109.5,1095,Knows of
14,38,real Barbeau,"chief of ""Gitrhawn clan""",Directed,0.1,109.5,1095,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,109.5,1095,Knows of
2,36,Sagaween (Laxsgiik),"""Gitrhawn clan""",Directed,0.1,109.5,1095,Knows
2,37,Sagaween (Laxsgiik),"""Gunas"" (Laxsgiik)",Directed,0.1,109.5,1095,Knows
2,69,Sagaween (Laxsgiik),"""the Eagle""",Directed,0.1,109.5,1095,Knows
2,41,Sagaween (Laxsgiik),"""the Spirit Halibut""",Directed,0.1,109.5,1095,Knows
2,38,Sagaween (Laxsgiik),"chief of ""Gitrhawn clan""",Directed,0.1,109.5,1095,Knows
36,37,"""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.6,1096,Knows
36,69,"""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.6,1096,Knows
36,41,"""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.6,1096,Knows
36,38,"""Gitrhawn clan""","chief of ""Gitrhawn clan""",Directed,0.1,109.6,1096,Exchange
36,2,"""Gitrhawn clan""",Sagaween (Laxsgiik),Directed,0.1,109.6,1096,Knows
37,36,"""Gunas"" (Laxsgiik)","""Gitrhawn clan""",Directed,0.1,109.6,1096,Knows
37,69,"""Gunas"" (Laxsgiik)","""the Eagle""",Directed,0.1,109.6,1096,Knows
37,41,"""Gunas"" (Laxsgiik)","""the Spirit Halibut""",Directed,0.1,109.6,1096,Exchange
37,38,"""Gunas"" (Laxsgiik)","chief of ""Gitrhawn clan""",Directed,0.1,109.6,1096,Knows
69,36,"""the Eagle""","""Gitrhawn clan""",Directed,0.1,109.6,1096,Knows
69,37,"""the Eagle""","""Gunas"" (Laxsgiik)",Directed,0.1,109.6,1096,Knows
69,38,"""the Eagle""","chief of ""Gitrhawn clan""",Directed,0.1,109.6,1096,Knows
41,36,"""the Spirit Halibut""","""Gitrhawn clan""",Directed,0.1,109.6,1096,Knows
41,37,"""the Spirit Halibut""","""Gunas"" (Laxsgiik)",Directed,0.1,109.6,1096,Exchange
41,38,"""the Spirit Halibut""","chief of ""Gitrhawn clan""",Directed,0.1,109.6,1096,Knows
38,36,"chief of ""Gitrhawn clan""","""Gitrhawn clan""",Directed,0.1,109.6,1096,Exchange
38,37,"chief of ""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.6,1096,Knows
38,69,"chief of ""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.6,1096,Knows
38,41,"chief of ""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.6,1096,Knows
14,36,real Barbeau,"""Gitrhawn clan""",Directed,0.1,109.6,1096,Knows of
14,37,real Barbeau,"""Gunas"" (Laxsgiik)",Directed,0.1,109.6,1096,Knows of
14,69,real Barbeau,"""the Eagle""",Directed,0.1,109.6,1096,Knows of
14,41,real Barbeau,"""the Spirit Halibut""",Directed,0.1,109.6,1096,Knows of
14,38,real Barbeau,"chief of ""Gitrhawn clan""",Directed,0.1,109.6,1096,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,109.6,1096,Knows of
2,36,Sagaween (Laxsgiik),"""Gitrhawn clan""",Directed,0.1,109.6,1096,Knows
2,37,Sagaween (Laxsgiik),"""Gunas"" (Laxsgiik)",Directed,0.1,109.6,1096,Knows
2,69,Sagaween (Laxsgiik),"""the Eagle""",Directed,0.1,109.6,1096,Knows
2,41,Sagaween (Laxsgiik),"""the Spirit Halibut""",Directed,0.1,109.6,1096,Knows
2,38,Sagaween (Laxsgiik),"chief of ""Gitrhawn clan""",Directed,0.1,109.6,1096,Knows
36,37,"""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.7,1097,Knows
36,69,"""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.7,1097,Knows
36,41,"""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.7,1097,Knows
36,38,"""Gitrhawn clan""","chief of ""Gitrhawn clan""",Directed,0.1,109.7,1097,Exchange
36,2,"""Gitrhawn clan""",Sagaween (Laxsgiik),Directed,0.1,109.7,1097,Knows
37,36,"""Gunas"" (Laxsgiik)","""Gitrhawn clan""",Directed,0.1,109.7,1097,Knows
37,69,"""Gunas"" (Laxsgiik)","""the Eagle""",Directed,0.1,109.7,1097,Knows
37,41,"""Gunas"" (Laxsgiik)","""the Spirit Halibut""",Directed,0.1,109.7,1097,Exchange
37,38,"""Gunas"" (Laxsgiik)","chief of ""Gitrhawn clan""",Directed,0.1,109.7,1097,Knows
69,36,"""the Eagle""","""Gitrhawn clan""",Directed,0.1,109.7,1097,Knows
69,37,"""the Eagle""","""Gunas"" (Laxsgiik)",Directed,0.1,109.7,1097,Knows
69,38,"""the Eagle""","chief of ""Gitrhawn clan""",Directed,0.1,109.7,1097,Knows
41,36,"""the Spirit Halibut""","""Gitrhawn clan""",Directed,0.1,109.7,1097,Knows
41,37,"""the Spirit Halibut""","""Gunas"" (Laxsgiik)",Directed,0.1,109.7,1097,Exchange
41,38,"""the Spirit Halibut""","chief of ""Gitrhawn clan""",Directed,0.1,109.7,1097,Knows
38,36,"chief of ""Gitrhawn clan""","""Gitrhawn clan""",Directed,0.1,109.7,1097,Exchange
38,37,"chief of ""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.7,1097,Knows
38,69,"chief of ""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.7,1097,Knows
38,41,"chief of ""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.7,1097,Knows
14,36,real Barbeau,"""Gitrhawn clan""",Directed,0.1,109.7,1097,Knows of
14,37,real Barbeau,"""Gunas"" (Laxsgiik)",Directed,0.1,109.7,1097,Knows of
14,69,real Barbeau,"""the Eagle""",Directed,0.1,109.7,1097,Knows of
14,41,real Barbeau,"""the Spirit Halibut""",Directed,0.1,109.7,1097,Knows of
14,38,real Barbeau,"chief of ""Gitrhawn clan""",Directed,0.1,109.7,1097,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,109.7,1097,Knows of
2,36,Sagaween (Laxsgiik),"""Gitrhawn clan""",Directed,0.1,109.7,1097,Knows
2,37,Sagaween (Laxsgiik),"""Gunas"" (Laxsgiik)",Directed,0.1,109.7,1097,Knows
2,69,Sagaween (Laxsgiik),"""the Eagle""",Directed,0.1,109.7,1097,Knows
2,41,Sagaween (Laxsgiik),"""the Spirit Halibut""",Directed,0.1,109.7,1097,Knows
2,38,Sagaween (Laxsgiik),"chief of ""Gitrhawn clan""",Directed,0.1,109.7,1097,Knows
36,37,"""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.8,1098,Knows
36,69,"""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.8,1098,Knows
36,41,"""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.8,1098,Knows
36,38,"""Gitrhawn clan""","chief of ""Gitrhawn clan""",Directed,0.1,109.8,1098,Exchange
36,2,"""Gitrhawn clan""",Sagaween (Laxsgiik),Directed,0.1,109.8,1098,Knows
37,36,"""Gunas"" (Laxsgiik)","""Gitrhawn clan""",Directed,0.1,109.8,1098,Knows
37,69,"""Gunas"" (Laxsgiik)","""the Eagle""",Directed,0.1,109.8,1098,Knows
37,41,"""Gunas"" (Laxsgiik)","""the Spirit Halibut""",Directed,0.1,109.8,1098,Exchange
37,38,"""Gunas"" (Laxsgiik)","chief of ""Gitrhawn clan""",Directed,0.1,109.8,1098,Knows
69,36,"""the Eagle""","""Gitrhawn clan""",Directed,0.1,109.8,1098,Knows
69,37,"""the Eagle""","""Gunas"" (Laxsgiik)",Directed,0.1,109.8,1098,Knows
69,38,"""the Eagle""","chief of ""Gitrhawn clan""",Directed,0.1,109.8,1098,Knows
41,36,"""the Spirit Halibut""","""Gitrhawn clan""",Directed,0.1,109.8,1098,Knows
41,37,"""the Spirit Halibut""","""Gunas"" (Laxsgiik)",Directed,0.1,109.8,1098,Exchange
41,38,"""the Spirit Halibut""","chief of ""Gitrhawn clan""",Directed,0.1,109.8,1098,Knows
38,36,"chief of ""Gitrhawn clan""","""Gitrhawn clan""",Directed,0.1,109.8,1098,Exchange
38,37,"chief of ""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.8,1098,Knows
38,69,"chief of ""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.8,1098,Knows
38,41,"chief of ""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.8,1098,Knows
14,36,real Barbeau,"""Gitrhawn clan""",Directed,0.1,109.8,1098,Knows of
14,37,real Barbeau,"""Gunas"" (Laxsgiik)",Directed,0.1,109.8,1098,Knows of
14,69,real Barbeau,"""the Eagle""",Directed,0.1,109.8,1098,Knows of
14,41,real Barbeau,"""the Spirit Halibut""",Directed,0.1,109.8,1098,Knows of
14,38,real Barbeau,"chief of ""Gitrhawn clan""",Directed,0.1,109.8,1098,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,109.8,1098,Knows of
2,36,Sagaween (Laxsgiik),"""Gitrhawn clan""",Directed,0.1,109.8,1098,Knows
2,37,Sagaween (Laxsgiik),"""Gunas"" (Laxsgiik)",Directed,0.1,109.8,1098,Knows
2,69,Sagaween (Laxsgiik),"""the Eagle""",Directed,0.1,109.8,1098,Knows
2,41,Sagaween (Laxsgiik),"""the Spirit Halibut""",Directed,0.1,109.8,1098,Knows
2,38,Sagaween (Laxsgiik),"chief of ""Gitrhawn clan""",Directed,0.1,109.8,1098,Knows
36,37,"""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.9,1099,Knows
36,69,"""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.9,1099,Knows
36,41,"""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.9,1099,Knows
36,38,"""Gitrhawn clan""","chief of ""Gitrhawn clan""",Directed,0.1,109.9,1099,Exchange
36,2,"""Gitrhawn clan""",Sagaween (Laxsgiik),Directed,0.1,109.9,1099,Knows
37,36,"""Gunas"" (Laxsgiik)","""Gitrhawn clan""",Directed,0.1,109.9,1099,Knows
37,69,"""Gunas"" (Laxsgiik)","""the Eagle""",Directed,0.1,109.9,1099,Knows
37,41,"""Gunas"" (Laxsgiik)","""the Spirit Halibut""",Directed,0.1,109.9,1099,Exchange
37,38,"""Gunas"" (Laxsgiik)","chief of ""Gitrhawn clan""",Directed,0.1,109.9,1099,Knows
69,36,"""the Eagle""","""Gitrhawn clan""",Directed,0.1,109.9,1099,Knows
69,37,"""the Eagle""","""Gunas"" (Laxsgiik)",Directed,0.1,109.9,1099,Knows
69,38,"""the Eagle""","chief of ""Gitrhawn clan""",Directed,0.1,109.9,1099,Knows
41,36,"""the Spirit Halibut""","""Gitrhawn clan""",Directed,0.1,109.9,1099,Knows
41,37,"""the Spirit Halibut""","""Gunas"" (Laxsgiik)",Directed,0.1,109.9,1099,Exchange
41,38,"""the Spirit Halibut""","chief of ""Gitrhawn clan""",Directed,0.1,109.9,1099,Knows
38,36,"chief of ""Gitrhawn clan""","""Gitrhawn clan""",Directed,0.1,109.9,1099,Exchange
38,37,"chief of ""Gitrhawn clan""","""Gunas"" (Laxsgiik)",Directed,0.1,109.9,1099,Knows
38,69,"chief of ""Gitrhawn clan""","""the Eagle""",Directed,0.1,109.9,1099,Knows
38,41,"chief of ""Gitrhawn clan""","""the Spirit Halibut""",Directed,0.1,109.9,1099,Knows
14,36,real Barbeau,"""Gitrhawn clan""",Directed,0.1,109.9,1099,Knows of
14,37,real Barbeau,"""Gunas"" (Laxsgiik)",Directed,0.1,109.9,1099,Knows of
14,69,real Barbeau,"""the Eagle""",Directed,0.1,109.9,1099,Knows of
14,41,real Barbeau,"""the Spirit Halibut""",Directed,0.1,109.9,1099,Knows of
14,38,real Barbeau,"chief of ""Gitrhawn clan""",Directed,0.1,109.9,1099,Knows of
14,2,real Barbeau,Sagaween (Laxsgiik),Directed,0.1,109.9,1099,Knows of
2,36,Sagaween (Laxsgiik),"""Gitrhawn clan""",Directed,0.1,109.9,1099,Knows
2,37,Sagaween (Laxsgiik),"""Gunas"" (Laxsgiik)",Directed,0.1,109.9,1099,Knows
2,69,Sagaween (Laxsgiik),"""the Eagle""",Directed,0.1,109.9,1099,Knows
2,41,Sagaween (Laxsgiik),"""the Spirit Halibut""",Directed,0.1,109.9,1099,Knows
2,38,Sagaween (Laxsgiik),"chief of ""Gitrhawn clan""",Directed,0.1,109.9,1099,Knows
1,50,speaker Abel,"""the Spirit""",Directed,0.1,113,1130,Knows
1,50,speaker Abel,"""the Spirit""",Directed,0.1,113.1,1131,Knows
1,50,speaker Abel,"""the Spirit""",Directed,0.1,113.2,1132,Knows
1,50,speaker Abel,"""the Spirit""",Directed,0.1,113.3,1133,Knows
1,50,speaker Abel,"""the Spirit""",Directed,0.1,113.4,1134,Knows
1,50,speaker Abel,"""the Spirit""",Directed,0.1,113.5,1135,Knows
1,50,speaker Abel,"""the Spirit""",Directed,0.1,113.6,1136,Knows
1,50,speaker Abel,"""the Spirit""",Directed,0.1,113.7,1137,Knows
1,50,speaker Abel,"""the Spirit""",Directed,0.1,113.8,1138,Knows
1,50,speaker Abel,"""the Spirit""",Directed,0.1,113.9,1139,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,121,1210,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,121,1210,Knows
60,1,collage photos,speaker Abel,Directed,0.1,121,1210,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,121,1210,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,121,1210,Knows
1,60,speaker Abel,collage photos,Directed,0.1,121,1210,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,121.1,1211,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,121.1,1211,Knows
60,1,collage photos,speaker Abel,Directed,0.1,121.1,1211,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,121.1,1211,Knows
2,58,Sagaween (Laxsgiik),Pole of Sagaween,Directed,0.1,121.1,1211,Knows
1,60,speaker Abel,collage photos,Directed,0.1,121.1,1211,Knows
60,58,collage photos,Pole of Sagaween,Directed,0.1,121.2,1212,Knows
60,2,collage photos,Sagaween (Laxsgiik),Directed,0.1,121.2,1212,Knows
60,1,collage photos,speaker Abel,Directed,0.1,121.2,1212,Knows
58,2,Pole of Sagaween,Sagaween (Laxsgiik),Directed,0.1,121.2,1212,Knows
